dta_train,dta_test,train_percentage,num_docs,num_rels,num_shown,num_feedback,rels_found,last_rel,wss_100,wss_95,NCG@10,NCG@20,NCG@30,NCG@40,NCG@50,NCG@60,NCG@70,NCG@80,NCG@90,NCG@100,total_cost,total_cost_uniform,total_cost_weighted,norm_area,ap,r,loss_e,loss_r,loss_er,recall,cost,rho,beta
android,junit,0.4,5432.0,87.0,2316.0,2316.0,75.0,2016.0,0.0,0.0,0.425,0.713,0.816,0.862,0.862,0.862,0.862,0.862,0.862,0.862,6948.0,7807.586,13176.957,0.777,0.151,0.862,0.052,0.019,0.071,0.8620689655172413,0.4263622974963181,6,1000.0
android,junit,0.5,5432.0,87.0,1105.0,1105.0,60.0,934.0,0.0,0.0,0.46,0.69,0.69,0.69,0.69,0.69,0.69,0.69,0.69,0.69,3315.0,6000.724,11969.0,0.649,0.142,0.69,0.012,0.096,0.108,0.6896551724137931,0.2034241531664212,6,1000.0
android,junit,1.0,5432.0,87.0,2089.0,2089.0,74.0,1771.0,0.0,0.0,0.437,0.713,0.816,0.816,0.816,0.816,0.816,0.816,0.816,0.816,6267.0,7266.057,12951.368,0.767,0.129,0.851,0.042,0.022,0.065,0.8505747126436781,0.38457290132547867,6,1000.0
android,mct,0.1,6091.0,23.0,6091.0,6091.0,23.0,5573.0,0.085,0.035,0.348,0.435,0.522,0.609,0.696,0.739,0.739,0.739,0.826,1.0,18273.0,18273.0,18273.0,0.637,0.015,1.0,0.661,0.0,0.661,1.0,1.0,6,1000.0
android,mct,0.2,6091.0,23.0,1883.0,1883.0,12.0,1228.0,0.0,0.0,0.174,0.478,0.522,0.522,0.522,0.522,0.522,0.522,0.522,0.522,5649.0,9674.043,14056.781,0.46,0.053,0.522,0.063,0.229,0.292,0.5217391304347826,0.3091446396322443,6,1000.0
android,mct,0.3,6091.0,23.0,1526.0,1526.0,9.0,833.0,0.0,0.0,0.261,0.391,0.391,0.391,0.391,0.391,0.391,0.391,0.391,0.391,4578.0,10135.391,13706.885,0.37,0.009,0.391,0.041,0.371,0.412,0.391304347826087,0.25053357412575933,6,1000.0
android,mct,0.4,6091.0,23.0,6091.0,6091.0,23.0,4863.0,0.202,0.152,0.087,0.348,0.478,0.478,0.609,0.739,0.913,1.0,1.0,1.0,18273.0,18273.0,18273.0,0.615,0.006,1.0,0.661,0.0,0.661,1.0,1.0,6,1000.0
android,mct,0.5,6091.0,23.0,6091.0,6091.0,23.0,5862.0,0.038,0.169,0.304,0.391,0.565,0.696,0.739,0.826,0.913,0.957,0.957,1.0,18273.0,18273.0,18273.0,0.68,0.008,1.0,0.661,0.0,0.661,1.0,1.0,6,1000.0
android,mct,1.0,6091.0,23.0,6091.0,6091.0,23.0,5085.0,0.165,0.179,0.261,0.304,0.391,0.522,0.609,0.826,0.826,0.957,1.0,1.0,18273.0,18273.0,18273.0,0.626,0.011,1.0,0.661,0.0,0.661,1.0,1.0,6,1000.0
anttlr4,junit,0.1,5432.0,87.0,3846.0,3846.0,84.0,3179.0,0.0,0.365,0.46,0.632,0.839,0.885,0.943,0.966,0.966,0.966,0.966,0.966,11538.0,11647.379,13917.0,0.827,0.158,0.966,0.143,0.001,0.145,0.9655172413793104,0.7080265095729014,6,1000.0
anttlr4,junit,0.2,5432.0,87.0,1526.0,1526.0,70.0,1357.0,0.0,0.0,0.483,0.598,0.598,0.598,0.598,0.598,0.598,0.598,0.598,0.598,4578.0,6104.483,12389.881,0.731,0.165,0.805,0.023,0.038,0.061,0.8045977011494253,0.2809278350515464,6,1000.0
anttlr4,junit,0.3,5432.0,87.0,1883.0,1883.0,73.0,1591.0,0.0,0.0,0.471,0.678,0.839,0.839,0.839,0.839,0.839,0.839,0.839,0.839,5649.0,6791.207,12746.134,0.76,0.159,0.839,0.034,0.026,0.06,0.8390804597701149,0.34664948453608246,6,1000.0
anttlr4,junit,0.4,5432.0,87.0,1696.0,1696.0,75.0,1446.0,0.0,0.0,0.448,0.644,0.862,0.862,0.862,0.862,0.862,0.862,0.862,0.862,5088.0,6118.621,12556.352,0.779,0.156,0.862,0.028,0.019,0.047,0.8620689655172413,0.3122238586156112,6,1000.0
anttlr4,junit,0.5,5432.0,87.0,1105.0,1105.0,51.0,1088.0,0.0,0.0,0.483,0.575,0.575,0.575,0.575,0.575,0.575,0.575,0.575,0.575,3315.0,6895.966,11969.0,0.563,0.114,0.586,0.012,0.171,0.183,0.5862068965517241,0.2034241531664212,6,1000.0
anttlr4,junit,1.0,5432.0,87.0,3144.0,3144.0,82.0,2129.0,0.0,0.0,0.483,0.69,0.851,0.943,0.943,0.943,0.943,0.943,0.943,0.943,9432.0,9694.989,13722.0,0.832,0.14,0.943,0.096,0.003,0.099,0.9425287356321839,0.5787923416789397,6,1000.0
anttlr4,mct,0.1,6091.0,23.0,1696.0,1696.0,14.0,1099.0,0.0,0.0,0.478,0.609,0.609,0.609,0.609,0.609,0.609,0.609,0.609,0.609,5088.0,8527.565,13843.664,0.563,0.011,0.609,0.051,0.153,0.204,0.6086956521739131,0.2784436053193236,6,1000.0
anttlr4,mct,0.2,6091.0,23.0,2841.0,2841.0,16.0,1953.0,0.0,0.0,0.435,0.565,0.609,0.696,0.696,0.696,0.696,0.696,0.696,0.696,8523.0,10501.261,14921.438,0.622,0.032,0.696,0.144,0.093,0.236,0.6956521739130435,0.466425874240683,6,1000.0
anttlr4,mct,0.3,6091.0,23.0,1696.0,1696.0,14.0,1146.0,0.0,0.0,0.522,0.609,0.609,0.609,0.609,0.609,0.609,0.609,0.609,0.609,5088.0,8527.565,13843.664,0.579,0.035,0.609,0.051,0.153,0.204,0.6086956521739131,0.2784436053193236,6,1000.0
anttlr4,mct,0.4,6091.0,23.0,3144.0,3144.0,16.0,2242.0,0.0,0.0,0.391,0.609,0.609,0.696,0.696,0.696,0.696,0.696,0.696,0.696,9432.0,11225.826,15233.906,0.623,0.074,0.696,0.176,0.093,0.269,0.6956521739130435,0.5161714004268593,6,1000.0
anttlr4,mct,0.5,6091.0,23.0,3144.0,3144.0,16.0,2481.0,0.0,0.0,0.391,0.565,0.652,0.652,0.696,0.696,0.696,0.696,0.696,0.696,9432.0,11225.826,15233.906,0.625,0.095,0.696,0.176,0.093,0.269,0.6956521739130435,0.5161714004268593,6,1000.0
anttlr4,mct,1.0,6091.0,23.0,1105.0,1105.0,11.0,1103.0,0.0,0.0,0.391,0.391,0.391,0.391,0.391,0.391,0.391,0.391,0.391,0.391,3315.0,8517.783,13282.131,0.461,0.049,0.478,0.022,0.272,0.294,0.4782608695652174,0.18141520275816778,6,1000.0
broadleaf,junit,0.1,5432.0,87.0,3846.0,3846.0,84.0,3107.0,0.0,0.385,0.494,0.586,0.805,0.885,0.943,0.966,0.966,0.966,0.966,0.966,11538.0,11647.379,13917.0,0.819,0.164,0.966,0.143,0.001,0.145,0.9655172413793104,0.7080265095729014,6,1000.0
broadleaf,junit,0.2,5432.0,87.0,2316.0,2316.0,74.0,1968.0,0.0,0.0,0.379,0.598,0.793,0.851,0.851,0.851,0.851,0.851,0.851,0.851,6948.0,7879.218,13178.479,0.751,0.159,0.851,0.052,0.022,0.074,0.8505747126436781,0.4263622974963181,6,1000.0
broadleaf,junit,0.3,5432.0,87.0,1105.0,1105.0,52.0,1030.0,0.0,0.0,0.529,0.598,0.598,0.598,0.598,0.598,0.598,0.598,0.598,0.598,3315.0,6796.494,11969.0,0.571,0.147,0.598,0.012,0.162,0.174,0.5977011494252874,0.2034241531664212,6,1000.0
broadleaf,junit,0.4,5432.0,87.0,1883.0,1883.0,66.0,1759.0,0.0,0.0,0.46,0.621,0.747,0.747,0.747,0.747,0.747,0.747,0.747,0.747,5649.0,7362.31,12746.993,0.696,0.194,0.759,0.034,0.058,0.093,0.7586206896551724,0.34664948453608246,6,1000.0
broadleaf,junit,0.5,5432.0,87.0,1105.0,1105.0,53.0,947.0,0.0,0.0,0.517,0.609,0.609,0.609,0.609,0.609,0.609,0.609,0.609,0.609,3315.0,6697.023,11969.0,0.579,0.135,0.609,0.012,0.153,0.165,0.6091954022988506,0.2034241531664212,6,1000.0
broadleaf,junit,1.0,5432.0,87.0,1232.0,1232.0,54.0,898.0,0.0,0.0,0.54,0.621,0.621,0.621,0.621,0.621,0.621,0.621,0.621,0.621,3696.0,6882.207,12096.0,0.593,0.135,0.621,0.015,0.144,0.159,0.6206896551724138,0.2268041237113402,6,1000.0
broadleaf,mct,0.1,6091.0,23.0,2316.0,2316.0,14.0,1415.0,0.0,0.0,0.391,0.522,0.609,0.609,0.609,0.609,0.609,0.609,0.609,0.609,6948.0,9902.348,14468.508,0.557,0.012,0.609,0.096,0.153,0.249,0.6086956521739131,0.3802331308487933,6,1000.0
broadleaf,mct,0.2,6091.0,23.0,1105.0,1105.0,11.0,510.0,0.0,0.0,0.478,0.478,0.478,0.478,0.478,0.478,0.478,0.478,0.478,0.478,3315.0,8517.783,13282.131,0.461,0.024,0.478,0.022,0.272,0.294,0.4782608695652174,0.18141520275816778,6,1000.0
broadleaf,mct,0.3,6091.0,23.0,2316.0,2316.0,15.0,1470.0,0.0,0.0,0.304,0.478,0.652,0.652,0.652,0.652,0.652,0.652,0.652,0.652,6948.0,9574.087,14439.016,0.577,0.009,0.652,0.096,0.121,0.217,0.6521739130434783,0.3802331308487933,6,1000.0
broadleaf,mct,0.4,6091.0,23.0,2841.0,2841.0,15.0,1540.0,0.0,0.0,0.348,0.565,0.652,0.652,0.652,0.652,0.652,0.652,0.652,0.652,8523.0,10783.87,14972.219,0.592,0.014,0.652,0.144,0.121,0.265,0.6521739130434783,0.466425874240683,6,1000.0
broadleaf,mct,0.5,6091.0,23.0,3144.0,3144.0,15.0,1767.0,0.0,0.0,0.348,0.522,0.652,0.652,0.652,0.652,0.652,0.652,0.652,0.652,9432.0,11482.087,15279.953,0.578,0.034,0.652,0.176,0.121,0.297,0.6521739130434783,0.5161714004268593,6,1000.0
broadleaf,mct,1.0,6091.0,23.0,2316.0,2316.0,15.0,1527.0,0.0,0.0,0.391,0.609,0.652,0.652,0.652,0.652,0.652,0.652,0.652,0.652,6948.0,9574.087,14439.016,0.595,0.032,0.652,0.096,0.121,0.217,0.6521739130434783,0.3802331308487933,6,1000.0
ceylon,junit,0.1,5432.0,87.0,3478.0,3478.0,84.0,3011.0,0.0,0.396,0.448,0.667,0.851,0.92,0.931,0.966,0.966,0.966,0.966,0.966,10434.0,10568.759,13365.0,0.836,0.105,0.966,0.117,0.001,0.118,0.9655172413793104,0.6402798232695139,6,1000.0
ceylon,junit,0.2,5432.0,87.0,4251.0,4251.0,87.0,4187.0,0.229,0.424,0.448,0.517,0.759,0.874,0.943,0.966,0.966,0.966,0.966,0.966,12753.0,12753.0,12753.0,0.803,0.053,1.0,0.175,0.0,0.175,1.0,0.7825846833578792,6,1000.0
ceylon,junit,0.3,5432.0,87.0,3846.0,3846.0,84.0,3149.0,0.0,0.463,0.425,0.701,0.77,0.874,0.954,0.966,0.966,0.966,0.966,0.966,11538.0,11647.379,13917.0,0.813,0.06,0.966,0.143,0.001,0.145,0.9655172413793104,0.7080265095729014,6,1000.0
ceylon,junit,0.4,5432.0,87.0,2841.0,2841.0,76.0,2151.0,0.0,0.0,0.437,0.678,0.828,0.874,0.874,0.874,0.874,0.874,0.874,0.874,8523.0,9178.195,13699.939,0.775,0.07,0.874,0.078,0.016,0.094,0.8735632183908046,0.5230117820324006,6,1000.0
ceylon,junit,0.5,5432.0,87.0,3144.0,3144.0,81.0,2995.0,0.0,0.0,0.483,0.713,0.816,0.897,0.92,0.92,0.92,0.92,0.92,0.92,9432.0,9747.586,13865.0,0.809,0.106,0.931,0.096,0.005,0.101,0.9310344827586207,0.5787923416789397,6,1000.0
ceylon,junit,1.0,5432.0,87.0,3846.0,3846.0,86.0,3703.0,0.0,0.425,0.471,0.609,0.816,0.908,0.943,0.966,0.989,0.989,0.989,0.989,11538.0,11574.46,11538.0,0.821,0.06,0.989,0.143,0.0,0.143,0.9885057471264368,0.7080265095729014,6,1000.0
ceylon,mct,0.1,6091.0,23.0,3144.0,3144.0,16.0,1855.0,0.0,0.0,0.391,0.522,0.652,0.696,0.696,0.696,0.696,0.696,0.696,0.696,9432.0,11225.826,15233.906,0.623,0.04,0.696,0.176,0.093,0.269,0.6956521739130435,0.5161714004268593,6,1000.0
ceylon,mct,0.2,6091.0,23.0,1105.0,1105.0,11.0,1009.0,0.0,0.0,0.391,0.391,0.391,0.391,0.391,0.391,0.391,0.391,0.391,0.391,3315.0,8517.783,13282.131,0.462,0.041,0.478,0.022,0.272,0.294,0.4782608695652174,0.18141520275816778,6,1000.0
ceylon,mct,0.3,6091.0,23.0,3478.0,3478.0,16.0,2171.0,0.0,0.0,0.435,0.522,0.609,0.696,0.696,0.696,0.696,0.696,0.696,0.696,10434.0,12024.522,15578.344,0.619,0.041,0.696,0.216,0.093,0.308,0.6956521739130435,0.5710064028895091,6,1000.0
ceylon,mct,0.4,6091.0,23.0,4697.0,4697.0,16.0,2636.0,0.0,0.0,0.261,0.391,0.565,0.652,0.696,0.696,0.696,0.696,0.696,0.696,14091.0,14939.522,16835.438,0.587,0.095,0.696,0.393,0.093,0.486,0.6956521739130435,0.7711377442127729,6,1000.0
ceylon,mct,0.5,6091.0,23.0,1105.0,1105.0,11.0,667.0,0.0,0.0,0.435,0.435,0.435,0.435,0.435,0.435,0.435,0.435,0.435,0.435,3315.0,8517.783,13282.131,0.461,0.064,0.478,0.022,0.272,0.294,0.4782608695652174,0.18141520275816778,6,1000.0
ceylon,mct,1.0,6091.0,23.0,3478.0,3478.0,16.0,2423.0,0.0,0.0,0.391,0.522,0.652,0.696,0.696,0.696,0.696,0.696,0.696,0.696,10434.0,12024.522,15578.344,0.618,0.084,0.696,0.216,0.093,0.308,0.6956521739130435,0.5710064028895091,6,1000.0
elasticsearch,junit,0.1,5432.0,87.0,1372.0,1372.0,70.0,1083.0,0.0,0.0,0.517,0.805,0.805,0.805,0.805,0.805,0.805,0.805,0.805,0.805,4116.0,5702.667,12235.876,0.754,0.133,0.805,0.018,0.038,0.056,0.8045977011494253,0.25257731958762886,6,1000.0
elasticsearch,junit,0.2,5432.0,87.0,1526.0,1526.0,73.0,1504.0,0.0,0.0,0.552,0.805,0.805,0.805,0.805,0.805,0.805,0.805,0.805,0.805,4578.0,5835.103,12389.046,0.773,0.128,0.839,0.023,0.026,0.048,0.8390804597701149,0.2809278350515464,6,1000.0
elasticsearch,junit,0.3,5432.0,87.0,1232.0,1232.0,70.0,897.0,0.0,0.0,0.517,0.805,0.805,0.805,0.805,0.805,0.805,0.805,0.805,0.805,3696.0,5337.379,12095.872,0.75,0.094,0.805,0.015,0.038,0.053,0.8045977011494253,0.2268041237113402,6,1000.0
elasticsearch,junit,0.4,5432.0,87.0,1883.0,1883.0,72.0,1500.0,0.0,0.0,0.552,0.805,0.828,0.828,0.828,0.828,0.828,0.828,0.828,0.828,5649.0,6872.793,12746.567,0.767,0.082,0.828,0.034,0.03,0.064,0.8275862068965517,0.34664948453608246,6,1000.0
elasticsearch,junit,0.5,5432.0,87.0,1696.0,1696.0,72.0,1275.0,0.0,0.0,0.506,0.69,0.828,0.828,0.828,0.828,0.828,0.828,0.828,0.828,5088.0,6376.276,12559.544,0.76,0.11,0.828,0.028,0.03,0.058,0.8275862068965517,0.3122238586156112,6,1000.0
elasticsearch,junit,1.0,5432.0,87.0,1526.0,1526.0,70.0,1050.0,0.0,0.0,0.506,0.805,0.805,0.805,0.805,0.805,0.805,0.805,0.805,0.805,4578.0,6104.483,12389.881,0.749,0.108,0.805,0.023,0.038,0.061,0.8045977011494253,0.2809278350515464,6,1000.0
elasticsearch,mct,0.1,6091.0,23.0,1105.0,1105.0,14.0,565.0,0.0,0.0,0.609,0.609,0.609,0.609,0.609,0.609,0.609,0.609,0.609,0.609,3315.0,7217.087,13248.047,0.588,0.06,0.609,0.022,0.153,0.175,0.6086956521739131,0.18141520275816778,6,1000.0
elasticsearch,mct,0.2,6091.0,23.0,1105.0,1105.0,12.0,593.0,0.0,0.0,0.522,0.522,0.522,0.522,0.522,0.522,0.522,0.522,0.522,0.522,3315.0,8084.217,13277.262,0.506,0.029,0.522,0.022,0.229,0.25,0.5217391304347826,0.18141520275816778,6,1000.0
elasticsearch,mct,0.3,6091.0,23.0,2316.0,2316.0,15.0,1236.0,0.0,0.0,0.478,0.609,0.652,0.652,0.652,0.652,0.652,0.652,0.652,0.652,6948.0,9574.087,14439.016,0.614,0.039,0.652,0.096,0.121,0.217,0.6521739130434783,0.3802331308487933,6,1000.0
elasticsearch,mct,0.4,6091.0,23.0,1105.0,1105.0,14.0,602.0,0.0,0.0,0.609,0.609,0.609,0.609,0.609,0.609,0.609,0.609,0.609,0.609,3315.0,7217.087,13248.047,0.587,0.025,0.609,0.022,0.153,0.175,0.6086956521739131,0.18141520275816778,6,1000.0
elasticsearch,mct,0.5,6091.0,23.0,1232.0,1232.0,14.0,729.0,0.0,0.0,0.522,0.609,0.609,0.609,0.609,0.609,0.609,0.609,0.609,0.609,3696.0,7498.696,13376.039,0.581,0.02,0.609,0.027,0.153,0.18,0.6086956521739131,0.2022656378263011,6,1000.0
elasticsearch,mct,1.0,6091.0,23.0,1105.0,1105.0,14.0,809.0,0.0,0.0,0.522,0.522,0.522,0.522,0.522,0.522,0.522,0.522,0.522,0.522,3315.0,7217.087,13248.047,0.584,0.026,0.609,0.022,0.153,0.175,0.6086956521739131,0.18141520275816778,6,1000.0
hazelcast,junit,0.1,5432.0,87.0,2089.0,2089.0,74.0,1905.0,0.0,0.0,0.575,0.759,0.839,0.839,0.839,0.839,0.839,0.839,0.839,0.839,6267.0,7266.057,12951.368,0.78,0.138,0.851,0.042,0.022,0.065,0.8505747126436781,0.38457290132547867,6,1000.0
hazelcast,junit,0.2,5432.0,87.0,2566.0,2566.0,74.0,2359.0,0.0,0.0,0.345,0.655,0.816,0.839,0.839,0.839,0.839,0.839,0.839,0.839,7698.0,8554.506,13428.601,0.749,0.093,0.851,0.064,0.022,0.086,0.8505747126436781,0.4723858615611193,6,1000.0
hazelcast,junit,0.3,5432.0,87.0,1105.0,1105.0,51.0,1095.0,0.0,0.0,0.46,0.575,0.575,0.575,0.575,0.575,0.575,0.575,0.575,0.575,3315.0,6895.966,11969.0,0.558,0.112,0.586,0.012,0.171,0.183,0.5862068965517241,0.2034241531664212,6,1000.0
hazelcast,junit,0.4,5432.0,87.0,4251.0,4251.0,87.0,3494.0,0.357,0.314,0.425,0.598,0.782,0.851,0.897,0.92,1.0,1.0,1.0,1.0,12753.0,12753.0,12753.0,0.818,0.158,1.0,0.175,0.0,0.175,1.0,0.7825846833578792,6,1000.0
hazelcast,junit,0.5,5432.0,87.0,4251.0,4251.0,87.0,3749.0,0.31,0.313,0.379,0.632,0.793,0.874,0.874,0.92,1.0,1.0,1.0,1.0,12753.0,12753.0,12753.0,0.821,0.146,1.0,0.175,0.0,0.175,1.0,0.7825846833578792,6,1000.0
hazelcast,junit,1.0,5432.0,87.0,4697.0,4697.0,87.0,3731.0,0.313,0.309,0.471,0.609,0.782,0.862,0.874,0.92,1.0,1.0,1.0,1.0,14091.0,14091.0,14091.0,0.814,0.135,1.0,0.214,0.0,0.214,1.0,0.8646907216494846,6,1000.0
hazelcast,mct,0.1,6091.0,23.0,1105.0,1105.0,9.0,499.0,0.0,0.0,0.391,0.391,0.391,0.391,0.391,0.391,0.391,0.391,0.391,0.391,3315.0,9384.913,13285.783,0.374,0.007,0.391,0.022,0.371,0.392,0.391304347826087,0.18141520275816778,6,1000.0
hazelcast,mct,0.2,6091.0,23.0,6091.0,6091.0,23.0,4252.0,0.302,0.257,0.391,0.435,0.478,0.565,0.652,0.913,1.0,1.0,1.0,1.0,18273.0,18273.0,18273.0,0.692,0.015,1.0,0.661,0.0,0.661,1.0,1.0,6,1000.0
hazelcast,mct,0.3,6091.0,23.0,2566.0,2566.0,14.0,1652.0,0.0,0.0,0.304,0.435,0.609,0.609,0.609,0.609,0.609,0.609,0.609,0.609,7698.0,10456.696,14720.461,0.536,0.007,0.609,0.117,0.153,0.27,0.6086956521739131,0.4212772943687408,6,1000.0
hazelcast,mct,0.4,6091.0,23.0,5188.0,5188.0,23.0,3825.0,0.372,0.345,0.348,0.522,0.565,0.739,0.87,0.913,1.0,1.0,1.0,1.0,15564.0,15564.0,15564.0,0.752,0.012,1.0,0.48,0.0,0.48,1.0,0.8517484813659497,6,1000.0
hazelcast,mct,0.5,6091.0,23.0,1105.0,1105.0,11.0,880.0,0.0,0.0,0.435,0.435,0.435,0.435,0.435,0.435,0.435,0.435,0.435,0.435,3315.0,8517.783,13282.131,0.459,0.014,0.478,0.022,0.272,0.294,0.4782608695652174,0.18141520275816778,6,1000.0
hazelcast,mct,1.0,6091.0,23.0,6091.0,6091.0,23.0,4018.0,0.34,0.314,0.435,0.522,0.609,0.652,0.913,0.913,1.0,1.0,1.0,1.0,18273.0,18273.0,18273.0,0.761,0.018,1.0,0.661,0.0,0.661,1.0,1.0,6,1000.0
junit,mct,0.1,6091.0,23.0,3846.0,3846.0,15.0,2517.0,0.0,0.0,0.348,0.435,0.435,0.522,0.652,0.652,0.652,0.652,0.652,0.652,11538.0,13099.739,15992.922,0.538,0.008,0.652,0.264,0.121,0.385,0.6521739130434783,0.6314234115908718,6,1000.0
junit,mct,0.2,6091.0,23.0,2089.0,2089.0,13.0,1238.0,0.0,0.0,0.217,0.522,0.565,0.565,0.565,0.565,0.565,0.565,0.565,0.565,6267.0,9747.0,14255.367,0.499,0.01,0.565,0.078,0.189,0.267,0.5652173913043478,0.342965030372681,6,1000.0
junit,mct,0.3,6091.0,23.0,6091.0,6091.0,23.0,5390.0,0.115,0.065,0.217,0.217,0.478,0.565,0.609,0.652,0.739,0.739,1.0,1.0,18273.0,18273.0,18273.0,0.577,0.007,1.0,0.661,0.0,0.661,1.0,1.0,6,1000.0
junit,mct,0.4,6091.0,23.0,6091.0,6091.0,23.0,5548.0,0.089,0.039,0.13,0.348,0.391,0.565,0.609,0.652,0.739,0.739,0.739,1.0,18273.0,18273.0,18273.0,0.56,0.018,1.0,0.661,0.0,0.661,1.0,1.0,6,1000.0
junit,mct,0.5,6091.0,23.0,1105.0,1105.0,8.0,403.0,0.0,0.0,0.348,0.348,0.348,0.348,0.348,0.348,0.348,0.348,0.348,0.348,3315.0,9818.478,13286.391,0.334,0.007,0.348,0.022,0.425,0.447,0.34782608695652173,0.18141520275816778,6,1000.0
junit,mct,1.0,6091.0,23.0,1105.0,1105.0,4.0,358.0,0.0,0.0,0.174,0.174,0.174,0.174,0.174,0.174,0.174,0.174,0.174,0.174,3315.0,11552.739,13286.962,0.168,0.002,0.174,0.022,0.682,0.704,0.17391304347826086,0.18141520275816778,6,1000.0
