dta_train,dta_test,train_percentage,num_docs,num_rels,num_shown,num_feedback,rels_found,last_rel,wss_100,wss_95,NCG@10,NCG@20,NCG@30,NCG@40,NCG@50,NCG@60,NCG@70,NCG@80,NCG@90,NCG@100,total_cost,total_cost_uniform,total_cost_weighted,norm_area,ap,r,loss_e,loss_r,loss_er,recall,cost,rho,beta
MapDB,mct,0.5,6091.0,23.0,1105.0,1105.0,9.0,478.0,0.0,0.0,0.391,0.391,0.391,0.391,0.391,0.391,0.391,0.391,0.391,0.391,3315.0,9384.913,13285.783,0.383,0.033,0.391,0.022,0.371,0.392,0.391304347826087,0.18141520275816778,6,1000.0
MapDB,mct,1.0,6091.0,23.0,1105.0,1105.0,11.0,681.0,0.0,0.0,0.435,0.435,0.435,0.435,0.435,0.435,0.435,0.435,0.435,0.435,3315.0,8517.783,13282.131,0.461,0.027,0.478,0.022,0.272,0.294,0.4782608695652174,0.18141520275816778,6,1000.0
android,junit,0.1,5432.0,87.0,4251.0,4251.0,85.0,4234.0,0.0,0.312,0.437,0.586,0.77,0.874,0.931,0.931,0.966,0.966,0.966,0.966,12753.0,12807.299,13934.0,0.807,0.118,0.977,0.175,0.001,0.176,0.9770114942528736,0.7825846833578792,6,1000.0
android,junit,0.2,5432.0,87.0,1696.0,1696.0,71.0,1513.0,0.0,0.0,0.391,0.678,0.816,0.816,0.816,0.816,0.816,0.816,0.816,0.816,5088.0,6462.161,12559.772,0.736,0.123,0.816,0.028,0.034,0.062,0.8160919540229885,0.3122238586156112,6,1000.0
android,junit,0.3,5432.0,87.0,4251.0,4251.0,86.0,4011.0,0.0,0.35,0.379,0.667,0.747,0.862,0.885,0.954,0.966,0.966,0.966,0.966,12753.0,12780.149,12753.0,0.812,0.07,0.989,0.175,0.0,0.175,0.9885057471264368,0.7825846833578792,6,1000.0
android,junit,0.4,5432.0,87.0,1526.0,1526.0,68.0,1222.0,0.0,0.0,0.46,0.736,0.736,0.736,0.736,0.736,0.736,0.736,0.736,0.736,4578.0,6284.069,12389.97,0.722,0.104,0.782,0.023,0.048,0.07,0.7816091954022989,0.2809278350515464,6,1000.0
android,junit,0.5,5432.0,87.0,2089.0,2089.0,74.0,1953.0,0.0,0.0,0.552,0.77,0.816,0.816,0.816,0.816,0.816,0.816,0.816,0.816,6267.0,7266.057,12951.368,0.781,0.13,0.851,0.042,0.022,0.065,0.8505747126436781,0.38457290132547867,6,1000.0
android,junit,1.0,5432.0,87.0,2089.0,2089.0,74.0,1771.0,0.0,0.0,0.437,0.713,0.816,0.816,0.816,0.816,0.816,0.816,0.816,0.816,6267.0,7266.057,12951.368,0.767,0.129,0.851,0.042,0.022,0.065,0.8505747126436781,0.38457290132547867,6,1000.0
android,mct,0.1,6091.0,23.0,1105.0,1105.0,4.0,1079.0,0.0,0.0,0.087,0.087,0.087,0.087,0.087,0.087,0.087,0.087,0.087,0.087,3315.0,11552.739,13286.962,0.159,0.052,0.174,0.022,0.682,0.704,0.17391304347826086,0.18141520275816778,6,1000.0
android,mct,0.2,6091.0,23.0,6091.0,6091.0,23.0,5233.0,0.141,0.091,0.348,0.478,0.522,0.565,0.652,0.739,0.913,0.913,1.0,1.0,18273.0,18273.0,18273.0,0.665,0.021,1.0,0.661,0.0,0.661,1.0,1.0,6,1000.0
android,mct,0.3,6091.0,23.0,6091.0,6091.0,23.0,5311.0,0.128,0.078,0.13,0.391,0.522,0.565,0.696,0.696,0.913,0.913,1.0,1.0,18273.0,18273.0,18273.0,0.654,0.009,1.0,0.661,0.0,0.661,1.0,1.0,6,1000.0
android,mct,0.4,6091.0,23.0,1105.0,1105.0,8.0,900.0,0.0,0.0,0.304,0.304,0.304,0.304,0.304,0.304,0.304,0.304,0.304,0.304,3315.0,9818.478,13286.391,0.332,0.007,0.348,0.022,0.425,0.447,0.34782608695652173,0.18141520275816778,6,1000.0
android,mct,0.5,6091.0,23.0,6091.0,6091.0,23.0,5250.0,0.138,0.093,0.261,0.391,0.522,0.522,0.652,0.652,0.739,0.913,1.0,1.0,18273.0,18273.0,18273.0,0.616,0.012,1.0,0.661,0.0,0.661,1.0,1.0,6,1000.0
android,mct,1.0,6091.0,23.0,6091.0,6091.0,23.0,5085.0,0.165,0.179,0.261,0.304,0.391,0.522,0.609,0.826,0.826,0.957,1.0,1.0,18273.0,18273.0,18273.0,0.626,0.011,1.0,0.661,0.0,0.661,1.0,1.0,6,1000.0
anttlr4,junit,0.1,5432.0,87.0,3846.0,3846.0,84.0,2884.0,0.0,0.419,0.437,0.644,0.805,0.816,0.943,0.966,0.966,0.966,0.966,0.966,11538.0,11647.379,13917.0,0.813,0.171,0.966,0.143,0.001,0.145,0.9655172413793104,0.7080265095729014,6,1000.0
anttlr4,junit,0.2,5432.0,87.0,2316.0,2316.0,81.0,2244.0,0.0,0.0,0.437,0.667,0.874,0.908,0.908,0.908,0.908,0.908,0.908,0.908,6948.0,7377.793,12985.25,0.819,0.135,0.931,0.052,0.005,0.057,0.9310344827586207,0.4263622974963181,6,1000.0
anttlr4,junit,0.3,5432.0,87.0,3144.0,3144.0,82.0,2341.0,0.0,0.0,0.448,0.724,0.851,0.885,0.943,0.943,0.943,0.943,0.943,0.943,9432.0,9694.989,13722.0,0.834,0.181,0.943,0.096,0.003,0.099,0.9425287356321839,0.5787923416789397,6,1000.0
anttlr4,junit,0.4,5432.0,87.0,3144.0,3144.0,82.0,2611.0,0.0,0.0,0.529,0.701,0.816,0.931,0.943,0.943,0.943,0.943,0.943,0.943,9432.0,9694.989,13722.0,0.833,0.17,0.943,0.096,0.003,0.099,0.9425287356321839,0.5787923416789397,6,1000.0
anttlr4,junit,0.5,5432.0,87.0,3478.0,3478.0,82.0,2588.0,0.0,0.0,0.483,0.621,0.828,0.851,0.943,0.943,0.943,0.943,0.943,0.943,10434.0,10658.598,14097.75,0.816,0.151,0.943,0.117,0.003,0.121,0.9425287356321839,0.6402798232695139,6,1000.0
anttlr4,junit,1.0,5432.0,87.0,3144.0,3144.0,82.0,2129.0,0.0,0.0,0.483,0.69,0.851,0.943,0.943,0.943,0.943,0.943,0.943,0.943,9432.0,9694.989,13722.0,0.832,0.14,0.943,0.096,0.003,0.099,0.9425287356321839,0.5787923416789397,6,1000.0
anttlr4,mct,0.1,6091.0,23.0,1526.0,1526.0,12.0,939.0,0.0,0.0,0.435,0.522,0.522,0.522,0.522,0.522,0.522,0.522,0.522,0.522,4578.0,8944.522,13699.084,0.497,0.014,0.522,0.041,0.229,0.27,0.5217391304347826,0.25053357412575933,6,1000.0
anttlr4,mct,0.2,6091.0,23.0,1105.0,1105.0,11.0,838.0,0.0,0.0,0.435,0.435,0.435,0.435,0.435,0.435,0.435,0.435,0.435,0.435,3315.0,8517.783,13282.131,0.464,0.033,0.478,0.022,0.272,0.294,0.4782608695652174,0.18141520275816778,6,1000.0
anttlr4,mct,0.3,6091.0,23.0,1105.0,1105.0,10.0,501.0,0.0,0.0,0.435,0.435,0.435,0.435,0.435,0.435,0.435,0.435,0.435,0.435,3315.0,8951.348,13284.565,0.426,0.026,0.435,0.022,0.319,0.341,0.43478260869565216,0.18141520275816778,6,1000.0
anttlr4,mct,0.4,6091.0,23.0,1105.0,1105.0,10.0,483.0,0.0,0.0,0.435,0.435,0.435,0.435,0.435,0.435,0.435,0.435,0.435,0.435,3315.0,8951.348,13284.565,0.425,0.033,0.435,0.022,0.319,0.341,0.43478260869565216,0.18141520275816778,6,1000.0
anttlr4,mct,0.5,6091.0,23.0,1105.0,1105.0,11.0,873.0,0.0,0.0,0.435,0.435,0.435,0.435,0.435,0.435,0.435,0.435,0.435,0.435,3315.0,8517.783,13282.131,0.455,0.01,0.478,0.022,0.272,0.294,0.4782608695652174,0.18141520275816778,6,1000.0
anttlr4,mct,1.0,6091.0,23.0,1105.0,1105.0,11.0,1103.0,0.0,0.0,0.391,0.391,0.391,0.391,0.391,0.391,0.391,0.391,0.391,0.391,3315.0,8517.783,13282.131,0.461,0.049,0.478,0.022,0.272,0.294,0.4782608695652174,0.18141520275816778,6,1000.0
broadleaf,junit,0.1,5432.0,87.0,3144.0,3144.0,82.0,2337.0,0.0,0.0,0.494,0.632,0.851,0.931,0.943,0.943,0.943,0.943,0.943,0.943,9432.0,9694.989,13722.0,0.822,0.163,0.943,0.096,0.003,0.099,0.9425287356321839,0.5787923416789397,6,1000.0
broadleaf,junit,0.2,5432.0,87.0,3144.0,3144.0,84.0,2584.0,0.0,0.478,0.402,0.644,0.805,0.92,0.966,0.966,0.966,0.966,0.966,0.966,9432.0,9589.793,12864.0,0.824,0.12,0.966,0.096,0.001,0.097,0.9655172413793104,0.5787923416789397,6,1000.0
broadleaf,junit,0.3,5432.0,87.0,3144.0,3144.0,83.0,3122.0,0.0,0.375,0.494,0.575,0.747,0.908,0.92,0.92,0.92,0.92,0.92,0.92,9432.0,9642.391,13436.0,0.805,0.181,0.954,0.096,0.002,0.098,0.9540229885057471,0.5787923416789397,6,1000.0
broadleaf,junit,0.4,5432.0,87.0,4251.0,4251.0,87.0,3555.0,0.346,0.416,0.46,0.563,0.782,0.92,0.931,0.954,1.0,1.0,1.0,1.0,12753.0,12753.0,12753.0,0.826,0.12,1.0,0.175,0.0,0.175,1.0,0.7825846833578792,6,1000.0
broadleaf,junit,0.5,5432.0,87.0,4697.0,4697.0,87.0,3755.0,0.309,0.424,0.517,0.632,0.793,0.874,0.943,0.977,1.0,1.0,1.0,1.0,14091.0,14091.0,14091.0,0.836,0.126,1.0,0.214,0.0,0.214,1.0,0.8646907216494846,6,1000.0
broadleaf,junit,1.0,5432.0,87.0,1232.0,1232.0,54.0,898.0,0.0,0.0,0.54,0.621,0.621,0.621,0.621,0.621,0.621,0.621,0.621,0.621,3696.0,6882.207,12096.0,0.593,0.135,0.621,0.015,0.144,0.159,0.6206896551724138,0.2268041237113402,6,1000.0
broadleaf,mct,0.1,6091.0,23.0,2566.0,2566.0,13.0,1515.0,0.0,0.0,0.304,0.522,0.565,0.565,0.565,0.565,0.565,0.565,0.565,0.565,7698.0,10763.217,14734.23,0.519,0.011,0.565,0.117,0.189,0.306,0.5652173913043478,0.4212772943687408,6,1000.0
broadleaf,mct,0.2,6091.0,23.0,6091.0,6091.0,23.0,5049.0,0.171,0.121,0.174,0.522,0.609,0.652,0.739,0.739,0.913,0.913,1.0,1.0,18273.0,18273.0,18273.0,0.688,0.01,1.0,0.661,0.0,0.661,1.0,1.0,6,1000.0
broadleaf,mct,0.3,6091.0,23.0,2841.0,2841.0,15.0,1807.0,0.0,0.0,0.217,0.478,0.652,0.652,0.652,0.652,0.652,0.652,0.652,0.652,8523.0,10783.87,14972.219,0.568,0.02,0.652,0.144,0.121,0.265,0.6521739130434783,0.466425874240683,6,1000.0
broadleaf,mct,0.4,6091.0,23.0,2841.0,2841.0,15.0,1943.0,0.0,0.0,0.261,0.478,0.609,0.652,0.652,0.652,0.652,0.652,0.652,0.652,8523.0,10783.87,14972.219,0.571,0.026,0.652,0.144,0.121,0.265,0.6521739130434783,0.466425874240683,6,1000.0
broadleaf,mct,0.5,6091.0,23.0,2566.0,2566.0,15.0,1728.0,0.0,0.0,0.348,0.565,0.652,0.652,0.652,0.652,0.652,0.652,0.652,0.652,7698.0,10150.174,14692.922,0.587,0.016,0.652,0.117,0.121,0.238,0.6521739130434783,0.4212772943687408,6,1000.0
broadleaf,mct,1.0,6091.0,23.0,2316.0,2316.0,15.0,1527.0,0.0,0.0,0.391,0.609,0.652,0.652,0.652,0.652,0.652,0.652,0.652,0.652,6948.0,9574.087,14439.016,0.595,0.032,0.652,0.096,0.121,0.217,0.6521739130434783,0.3802331308487933,6,1000.0
ceylon,junit,0.1,5432.0,87.0,2089.0,2089.0,77.0,1826.0,0.0,0.0,0.425,0.586,0.851,0.851,0.851,0.851,0.851,0.851,0.851,0.851,6267.0,7035.506,12939.941,0.773,0.149,0.885,0.042,0.013,0.056,0.8850574712643678,0.38457290132547867,6,1000.0
ceylon,junit,0.2,5432.0,87.0,3478.0,3478.0,84.0,2494.0,0.0,0.491,0.46,0.552,0.77,0.908,0.966,0.966,0.966,0.966,0.966,0.966,10434.0,10568.759,13365.0,0.807,0.062,0.966,0.117,0.001,0.118,0.9655172413793104,0.6402798232695139,6,1000.0
ceylon,junit,0.3,5432.0,87.0,3846.0,3846.0,85.0,3817.0,0.0,0.358,0.425,0.552,0.782,0.897,0.931,0.966,0.966,0.966,0.966,0.966,11538.0,11610.92,13124.0,0.811,0.079,0.977,0.143,0.001,0.144,0.9770114942528736,0.7080265095729014,6,1000.0
ceylon,junit,0.4,5432.0,87.0,3846.0,3846.0,86.0,3648.0,0.0,0.367,0.471,0.667,0.782,0.839,0.92,0.954,0.989,0.989,0.989,0.989,11538.0,11574.46,11538.0,0.825,0.085,0.989,0.143,0.0,0.143,0.9885057471264368,0.7080265095729014,6,1000.0
ceylon,junit,0.5,5432.0,87.0,4251.0,4251.0,85.0,3698.0,0.0,0.37,0.448,0.529,0.759,0.885,0.92,0.966,0.977,0.977,0.977,0.977,12753.0,12807.299,13934.0,0.797,0.051,0.977,0.175,0.001,0.176,0.9770114942528736,0.7825846833578792,6,1000.0
ceylon,junit,1.0,5432.0,87.0,3846.0,3846.0,86.0,3703.0,0.0,0.425,0.471,0.609,0.816,0.908,0.943,0.966,0.989,0.989,0.989,0.989,11538.0,11574.46,11538.0,0.821,0.06,0.989,0.143,0.0,0.143,0.9885057471264368,0.7080265095729014,6,1000.0
ceylon,mct,0.1,6091.0,23.0,3846.0,3846.0,16.0,2357.0,0.0,0.0,0.304,0.478,0.565,0.696,0.696,0.696,0.696,0.696,0.696,0.696,11538.0,12904.522,15957.844,0.589,0.034,0.696,0.264,0.093,0.356,0.6956521739130435,0.6314234115908718,6,1000.0
ceylon,mct,0.2,6091.0,23.0,1526.0,1526.0,13.0,912.0,0.0,0.0,0.435,0.565,0.565,0.565,0.565,0.565,0.565,0.565,0.565,0.565,4578.0,8547.565,13690.168,0.525,0.011,0.565,0.041,0.189,0.231,0.5652173913043478,0.25053357412575933,6,1000.0
ceylon,mct,0.3,6091.0,23.0,2841.0,2841.0,15.0,1774.0,0.0,0.0,0.391,0.609,0.652,0.652,0.652,0.652,0.652,0.652,0.652,0.652,8523.0,10783.87,14972.219,0.598,0.026,0.652,0.144,0.121,0.265,0.6521739130434783,0.466425874240683,6,1000.0
ceylon,mct,0.4,6091.0,23.0,3846.0,3846.0,16.0,2476.0,0.0,0.0,0.348,0.565,0.609,0.609,0.696,0.696,0.696,0.696,0.696,0.696,11538.0,12904.522,15957.844,0.608,0.04,0.696,0.264,0.093,0.356,0.6956521739130435,0.6314234115908718,6,1000.0
ceylon,mct,0.5,6091.0,23.0,3144.0,3144.0,16.0,1940.0,0.0,0.0,0.391,0.478,0.609,0.696,0.696,0.696,0.696,0.696,0.696,0.696,9432.0,11225.826,15233.906,0.616,0.019,0.696,0.176,0.093,0.269,0.6956521739130435,0.5161714004268593,6,1000.0
ceylon,mct,1.0,6091.0,23.0,3478.0,3478.0,16.0,2423.0,0.0,0.0,0.391,0.522,0.652,0.696,0.696,0.696,0.696,0.696,0.696,0.696,10434.0,12024.522,15578.344,0.618,0.084,0.696,0.216,0.093,0.308,0.6956521739130435,0.5710064028895091,6,1000.0
elasticsearch,junit,0.1,5432.0,87.0,1105.0,1105.0,63.0,1006.0,0.0,0.0,0.598,0.724,0.724,0.724,0.724,0.724,0.724,0.724,0.724,0.724,3315.0,5702.31,11968.999,0.689,0.114,0.724,0.012,0.076,0.088,0.7241379310344828,0.2034241531664212,6,1000.0
elasticsearch,junit,0.2,5432.0,87.0,1232.0,1232.0,70.0,988.0,0.0,0.0,0.494,0.805,0.805,0.805,0.805,0.805,0.805,0.805,0.805,0.805,3696.0,5337.379,12095.872,0.749,0.121,0.805,0.015,0.038,0.053,0.8045977011494253,0.2268041237113402,6,1000.0
elasticsearch,junit,0.3,5432.0,87.0,1372.0,1372.0,70.0,999.0,0.0,0.0,0.517,0.805,0.805,0.805,0.805,0.805,0.805,0.805,0.805,0.805,4116.0,5702.667,12235.876,0.748,0.097,0.805,0.018,0.038,0.056,0.8045977011494253,0.25257731958762886,6,1000.0
elasticsearch,junit,0.4,5432.0,87.0,1526.0,1526.0,70.0,1123.0,0.0,0.0,0.529,0.736,0.736,0.736,0.736,0.736,0.736,0.736,0.736,0.736,4578.0,6104.483,12389.881,0.745,0.098,0.805,0.023,0.038,0.061,0.8045977011494253,0.2809278350515464,6,1000.0
elasticsearch,junit,0.5,5432.0,87.0,1372.0,1372.0,70.0,1097.0,0.0,0.0,0.494,0.793,0.793,0.793,0.793,0.793,0.793,0.793,0.793,0.793,4116.0,5702.667,12235.876,0.746,0.099,0.805,0.018,0.038,0.056,0.8045977011494253,0.25257731958762886,6,1000.0
elasticsearch,junit,1.0,5432.0,87.0,1526.0,1526.0,70.0,1050.0,0.0,0.0,0.506,0.805,0.805,0.805,0.805,0.805,0.805,0.805,0.805,0.805,4578.0,6104.483,12389.881,0.749,0.108,0.805,0.023,0.038,0.061,0.8045977011494253,0.2809278350515464,6,1000.0
elasticsearch,mct,0.1,6091.0,23.0,1232.0,1232.0,13.0,1048.0,0.0,0.0,0.522,0.565,0.565,0.565,0.565,0.565,0.565,0.565,0.565,0.565,3696.0,7921.217,13395.02,0.539,0.03,0.565,0.027,0.189,0.216,0.5652173913043478,0.2022656378263011,6,1000.0
elasticsearch,mct,0.2,6091.0,23.0,1372.0,1372.0,14.0,853.0,0.0,0.0,0.478,0.609,0.609,0.609,0.609,0.609,0.609,0.609,0.609,0.609,4116.0,7809.13,13517.133,0.581,0.027,0.609,0.034,0.153,0.187,0.6086956521739131,0.22525036939747167,6,1000.0
elasticsearch,mct,0.3,6091.0,23.0,1232.0,1232.0,14.0,1031.0,0.0,0.0,0.522,0.609,0.609,0.609,0.609,0.609,0.609,0.609,0.609,0.609,3696.0,7498.696,13376.039,0.58,0.026,0.609,0.027,0.153,0.18,0.6086956521739131,0.2022656378263011,6,1000.0
elasticsearch,mct,0.4,6091.0,23.0,1232.0,1232.0,14.0,1039.0,0.0,0.0,0.565,0.609,0.609,0.609,0.609,0.609,0.609,0.609,0.609,0.609,3696.0,7498.696,13376.039,0.579,0.027,0.609,0.027,0.153,0.18,0.6086956521739131,0.2022656378263011,6,1000.0
elasticsearch,mct,0.5,6091.0,23.0,1372.0,1372.0,14.0,723.0,0.0,0.0,0.522,0.609,0.609,0.609,0.609,0.609,0.609,0.609,0.609,0.609,4116.0,7809.13,13517.133,0.581,0.025,0.609,0.034,0.153,0.187,0.6086956521739131,0.22525036939747167,6,1000.0
elasticsearch,mct,1.0,6091.0,23.0,1105.0,1105.0,14.0,809.0,0.0,0.0,0.522,0.522,0.522,0.522,0.522,0.522,0.522,0.522,0.522,0.522,3315.0,7217.087,13248.047,0.584,0.026,0.609,0.022,0.153,0.175,0.6086956521739131,0.18141520275816778,6,1000.0
hazelcast,junit,0.1,5432.0,87.0,3478.0,3478.0,85.0,2870.0,0.0,0.464,0.425,0.655,0.816,0.862,0.954,0.977,0.977,0.977,0.977,0.977,10434.0,10523.839,12388.0,0.833,0.139,0.977,0.117,0.001,0.118,0.9770114942528736,0.6402798232695139,6,1000.0
hazelcast,junit,0.2,5432.0,87.0,3846.0,3846.0,87.0,3321.0,0.389,0.428,0.506,0.632,0.816,0.851,0.897,0.966,1.0,1.0,1.0,1.0,11538.0,11538.0,11538.0,0.837,0.112,1.0,0.143,0.0,0.143,1.0,0.7080265095729014,6,1000.0
hazelcast,junit,0.3,5432.0,87.0,3144.0,3144.0,80.0,3013.0,0.0,0.0,0.483,0.632,0.805,0.885,0.897,0.897,0.897,0.897,0.897,0.897,9432.0,9800.184,13936.5,0.796,0.168,0.92,0.096,0.006,0.102,0.9195402298850575,0.5787923416789397,6,1000.0
hazelcast,junit,0.4,5432.0,87.0,3144.0,3144.0,79.0,3085.0,0.0,0.0,0.517,0.632,0.839,0.851,0.897,0.897,0.897,0.897,0.897,0.897,9432.0,9852.782,13972.25,0.796,0.165,0.908,0.096,0.008,0.104,0.9080459770114943,0.5787923416789397,6,1000.0
hazelcast,junit,0.5,5432.0,87.0,1696.0,1696.0,64.0,1667.0,0.0,0.0,0.379,0.586,0.724,0.724,0.724,0.724,0.724,0.724,0.724,0.724,5088.0,7063.356,12559.998,0.667,0.133,0.736,0.028,0.07,0.098,0.735632183908046,0.3122238586156112,6,1000.0
hazelcast,junit,1.0,5432.0,87.0,4697.0,4697.0,87.0,3731.0,0.313,0.309,0.471,0.609,0.782,0.862,0.874,0.92,1.0,1.0,1.0,1.0,14091.0,14091.0,14091.0,0.814,0.135,1.0,0.214,0.0,0.214,1.0,0.8646907216494846,6,1000.0
hazelcast,mct,0.1,6091.0,23.0,1105.0,1105.0,11.0,1075.0,0.0,0.0,0.391,0.391,0.391,0.391,0.391,0.391,0.391,0.391,0.391,0.391,3315.0,8517.783,13282.131,0.453,0.012,0.478,0.022,0.272,0.294,0.4782608695652174,0.18141520275816778,6,1000.0
hazelcast,mct,0.2,6091.0,23.0,2566.0,2566.0,14.0,1865.0,0.0,0.0,0.348,0.478,0.565,0.609,0.609,0.609,0.609,0.609,0.609,0.609,7698.0,10456.696,14720.461,0.542,0.008,0.609,0.117,0.153,0.27,0.6086956521739131,0.4212772943687408,6,1000.0
hazelcast,mct,0.3,6091.0,23.0,5188.0,5188.0,23.0,3479.0,0.429,0.386,0.348,0.478,0.565,0.783,0.826,1.0,1.0,1.0,1.0,1.0,15564.0,15564.0,15564.0,0.76,0.012,1.0,0.48,0.0,0.48,1.0,0.8517484813659497,6,1000.0
hazelcast,mct,0.4,6091.0,23.0,1696.0,1696.0,12.0,1072.0,0.0,0.0,0.391,0.522,0.522,0.522,0.522,0.522,0.522,0.522,0.522,0.522,5088.0,9291.913,13869.416,0.485,0.011,0.522,0.051,0.229,0.28,0.5217391304347826,0.2784436053193236,6,1000.0
hazelcast,mct,0.5,6091.0,23.0,6091.0,6091.0,23.0,4048.0,0.335,0.296,0.304,0.522,0.609,0.783,0.783,0.913,1.0,1.0,1.0,1.0,18273.0,18273.0,18273.0,0.731,0.009,1.0,0.661,0.0,0.661,1.0,1.0,6,1000.0
hazelcast,mct,1.0,6091.0,23.0,6091.0,6091.0,23.0,4018.0,0.34,0.314,0.435,0.522,0.609,0.652,0.913,0.913,1.0,1.0,1.0,1.0,18273.0,18273.0,18273.0,0.761,0.018,1.0,0.661,0.0,0.661,1.0,1.0,6,1000.0
junit,mct,0.1,6091.0,23.0,4697.0,4697.0,16.0,3091.0,0.0,0.0,0.391,0.478,0.522,0.565,0.609,0.696,0.696,0.696,0.696,0.696,14091.0,14939.522,16835.438,0.568,0.072,0.696,0.393,0.093,0.486,0.6956521739130435,0.7711377442127729,6,1000.0
junit,mct,0.2,6091.0,23.0,2089.0,2089.0,13.0,1361.0,0.0,0.0,0.391,0.478,0.565,0.565,0.565,0.565,0.565,0.565,0.565,0.565,6267.0,9747.0,14255.367,0.515,0.011,0.565,0.078,0.189,0.267,0.5652173913043478,0.342965030372681,6,1000.0
junit,mct,0.3,6091.0,23.0,3846.0,3846.0,17.0,2703.0,0.0,0.0,0.13,0.435,0.565,0.609,0.739,0.739,0.739,0.739,0.739,0.739,11538.0,12709.304,15887.688,0.593,0.015,0.739,0.264,0.068,0.332,0.7391304347826086,0.6314234115908718,6,1000.0
junit,mct,0.4,6091.0,23.0,2566.0,2566.0,13.0,1540.0,0.0,0.0,0.174,0.478,0.565,0.565,0.565,0.565,0.565,0.565,0.565,0.565,7698.0,10763.217,14734.23,0.486,0.005,0.565,0.117,0.189,0.306,0.5652173913043478,0.4212772943687408,6,1000.0
junit,mct,0.5,6091.0,23.0,3478.0,3478.0,14.0,2399.0,0.0,0.0,0.217,0.348,0.565,0.609,0.609,0.609,0.609,0.609,0.609,0.609,10434.0,12478.957,15639.586,0.512,0.006,0.609,0.216,0.153,0.369,0.6086956521739131,0.5710064028895091,6,1000.0
junit,mct,1.0,6091.0,23.0,1105.0,1105.0,4.0,358.0,0.0,0.0,0.174,0.174,0.174,0.174,0.174,0.174,0.174,0.174,0.174,0.174,3315.0,11552.739,13286.962,0.168,0.002,0.174,0.022,0.682,0.704,0.17391304347826086,0.18141520275816778,6,1000.0
