dta_train,dta_test,train_percentage,num_docs,num_rels,num_shown,num_feedback,rels_found,last_rel,wss_100,wss_95,NCG@10,NCG@20,NCG@30,NCG@40,NCG@50,NCG@60,NCG@70,NCG@80,NCG@90,NCG@100,total_cost,total_cost_uniform,total_cost_weighted,norm_area,ap,r,loss_e,loss_r,loss_er,recall,cost,spt,bnd,ita
MapDB,mct,0.5,6091.0,23.0,4860.0,2970.0,18.0,4486.0,0.0,0.0,0.435,0.522,0.565,0.652,0.652,0.652,0.696,0.696,0.696,0.696,10800.0,11335.217,13108.125,0.638,0.126,0.783,0.421,0.047,0.468,0.782608695652174,0.7978985388277787,1.0,110,1.05
MapDB,mct,1.0,6091.0,23.0,4650.0,2970.0,16.0,4186.0,0.0,0.0,0.478,0.522,0.609,0.609,0.609,0.609,0.696,0.696,0.696,0.696,10590.0,11467.13,13426.969,0.605,0.12,0.696,0.385,0.093,0.478,0.6956521739130435,0.7634214414710229,1.0,110,1.05
android,junit,0.1,5432.0,87.0,3006.0,2860.0,75.0,1592.0,0.0,0.0,0.793,0.816,0.862,0.862,0.862,0.862,0.862,0.862,0.862,0.862,8726.0,9395.241,13575.631,0.837,0.371,0.862,0.088,0.019,0.107,0.8620689655172413,0.5533873343151694,1.0,110,1.05
android,junit,0.2,5432.0,87.0,3077.0,2860.0,80.0,1513.0,0.0,0.0,0.736,0.908,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,8797.0,9175.966,13433.406,0.881,0.361,0.92,0.092,0.006,0.098,0.9195402298850575,0.5664580265095729,1.0,110,1.05
android,junit,0.3,5432.0,87.0,3469.0,2860.0,83.0,2531.0,0.0,0.484,0.77,0.851,0.885,0.931,0.954,0.954,0.954,0.954,0.954,0.954,9189.0,9369.506,12624.25,0.899,0.371,0.954,0.117,0.002,0.119,0.9540229885057471,0.6386229749631811,1.0,110,1.05
android,junit,0.4,5432.0,87.0,3509.0,2860.0,80.0,2637.0,0.0,0.0,0.782,0.816,0.862,0.862,0.92,0.92,0.92,0.92,0.92,0.92,9229.0,9538.448,13014.906,0.866,0.37,0.92,0.119,0.006,0.126,0.9195402298850575,0.6459867452135494,1.0,110,1.05
android,junit,0.5,5432.0,87.0,3734.0,2860.0,85.0,3003.0,0.0,0.566,0.793,0.874,0.908,0.954,0.954,0.977,0.977,0.977,0.977,0.977,9454.0,9532.069,11152.0,0.913,0.371,0.977,0.135,0.001,0.136,0.9770114942528736,0.6874079528718704,1.0,110,1.05
android,junit,1.0,5432.0,87.0,3419.0,2860.0,82.0,2514.0,0.0,0.0,0.793,0.816,0.851,0.897,0.943,0.943,0.943,0.943,0.943,0.943,9139.0,9370.379,12913.375,0.88,0.359,0.943,0.113,0.003,0.117,0.9425287356321839,0.6294182621502209,1.0,110,1.05
android,mct,0.1,6091.0,23.0,6091.0,2970.0,23.0,5988.0,0.017,-0.033,0.565,0.565,0.652,0.652,0.783,0.783,0.783,0.783,0.826,1.0,12031.0,12031.0,12031.0,0.706,0.279,1.0,0.661,0.0,0.661,1.0,1.0,1.0,110,1.05
android,mct,0.2,6091.0,23.0,3303.0,2970.0,18.0,1700.0,0.0,0.0,0.696,0.739,0.783,0.783,0.783,0.783,0.783,0.783,0.783,0.783,9243.0,10455.174,14470.5,0.756,0.295,0.783,0.194,0.047,0.242,0.782608695652174,0.5422754884255458,1.0,110,1.05
android,mct,0.3,6091.0,23.0,3048.0,2970.0,16.0,1165.0,0.0,0.0,0.435,0.696,0.696,0.696,0.696,0.696,0.696,0.696,0.696,0.696,8988.0,10840.261,14978.906,0.661,0.238,0.696,0.166,0.093,0.258,0.6956521739130435,0.5004104416351994,1.0,110,1.05
android,mct,0.4,6091.0,23.0,3543.0,2970.0,18.0,2424.0,0.0,0.0,0.696,0.739,0.739,0.783,0.783,0.783,0.783,0.783,0.783,0.783,9483.0,10590.826,14260.5,0.749,0.304,0.783,0.224,0.047,0.271,0.782608695652174,0.5816778854046954,1.0,110,1.05
android,mct,0.5,6091.0,23.0,4745.0,2970.0,22.0,4331.0,0.0,0.239,0.435,0.565,0.565,0.826,0.87,0.87,0.913,0.913,0.913,0.913,10685.0,10802.043,10685.0,0.762,0.222,0.957,0.401,0.002,0.403,0.9565217391304348,0.7790182236086028,1.0,110,1.05
android,mct,1.0,6091.0,23.0,4219.0,2970.0,21.0,3543.0,0.0,0.0,0.478,0.478,0.522,0.826,0.87,0.913,0.913,0.913,0.913,0.913,10159.0,10484.565,12031.0,0.733,0.135,0.913,0.317,0.008,0.325,0.9130434782608695,0.6926613035626334,1.0,110,1.05
anttlr4,junit,0.1,5432.0,87.0,3200.0,2860.0,81.0,1845.0,0.0,0.0,0.724,0.862,0.92,0.931,0.931,0.931,0.931,0.931,0.931,0.931,8920.0,9227.862,13244.5,0.884,0.318,0.931,0.099,0.005,0.104,0.9310344827586207,0.5891016200294551,1.0,110,1.05
anttlr4,junit,0.2,5432.0,87.0,4590.0,2860.0,87.0,4274.0,0.213,0.584,0.736,0.897,0.931,0.954,0.966,0.966,0.966,1.0,1.0,1.0,10310.0,10310.0,10310.0,0.919,0.345,1.0,0.204,0.0,0.204,1.0,0.8449926362297496,1.0,110,1.05
anttlr4,junit,0.3,5432.0,87.0,3741.0,2860.0,83.0,3042.0,0.0,0.39,0.782,0.851,0.92,0.943,0.943,0.954,0.954,0.954,0.954,0.954,9461.0,9616.494,12420.25,0.899,0.322,0.954,0.136,0.002,0.138,0.9540229885057471,0.6886966126656848,1.0,110,1.05
anttlr4,junit,0.4,5432.0,87.0,3964.0,2860.0,83.0,3391.0,0.0,0.326,0.759,0.874,0.92,0.943,0.943,0.943,0.954,0.954,0.954,0.954,9684.0,9818.989,12253.0,0.902,0.321,0.954,0.152,0.002,0.154,0.9540229885057471,0.7297496318114874,1.0,110,1.05
anttlr4,junit,0.5,5432.0,87.0,4174.0,2860.0,83.0,3659.0,0.0,0.276,0.747,0.874,0.908,0.92,0.943,0.943,0.954,0.954,0.954,0.954,9894.0,10009.678,12095.5,0.897,0.328,0.954,0.169,0.002,0.171,0.9540229885057471,0.7684094256259205,1.0,110,1.05
anttlr4,junit,1.0,5432.0,87.0,2908.0,2860.0,77.0,1086.0,0.0,0.0,0.713,0.885,0.885,0.885,0.885,0.885,0.885,0.885,0.885,0.885,8628.0,9208.23,13666.141,0.85,0.308,0.885,0.082,0.013,0.095,0.8850574712643678,0.5353460972017673,1.0,110,1.05
anttlr4,mct,0.1,6091.0,23.0,4659.0,2970.0,15.0,4194.0,0.0,0.0,0.565,0.609,0.609,0.609,0.609,0.609,0.652,0.652,0.652,0.652,10599.0,11595.174,13440.625,0.61,0.14,0.652,0.387,0.121,0.508,0.6521739130434783,0.764899031357741,1.0,110,1.05
anttlr4,mct,0.2,6091.0,23.0,2986.0,2970.0,15.0,938.0,0.0,0.0,0.609,0.652,0.652,0.652,0.652,0.652,0.652,0.652,0.652,0.652,8926.0,11086.0,15087.484,0.641,0.314,0.652,0.159,0.121,0.28,0.6521739130434783,0.4902314890822525,1.0,110,1.05
anttlr4,mct,0.3,6091.0,23.0,6080.0,2970.0,23.0,5546.0,0.089,0.04,0.609,0.652,0.696,0.696,0.696,0.696,0.739,0.739,0.913,0.913,12020.0,12020.0,12020.0,0.731,0.27,1.0,0.659,0.0,0.659,1.0,0.9981940568051223,1.0,110,1.05
anttlr4,mct,0.4,6091.0,23.0,4554.0,2970.0,18.0,4047.0,0.0,0.0,0.609,0.696,0.696,0.739,0.739,0.739,0.783,0.783,0.783,0.783,10494.0,11162.261,13375.875,0.713,0.274,0.783,0.369,0.047,0.417,0.782608695652174,0.747660482679363,1.0,110,1.05
anttlr4,mct,0.5,6091.0,23.0,3009.0,2970.0,15.0,1124.0,0.0,0.0,0.609,0.652,0.652,0.652,0.652,0.652,0.652,0.652,0.652,0.652,8949.0,11093.0,15064.844,0.634,0.198,0.652,0.161,0.121,0.282,0.6521739130434783,0.49400755212608766,1.0,110,1.05
anttlr4,mct,1.0,6091.0,23.0,5131.0,2970.0,20.0,4837.0,0.0,0.0,0.522,0.609,0.652,0.652,0.696,0.739,0.739,0.87,0.87,0.87,11071.0,11321.435,12511.0,0.698,0.284,0.87,0.469,0.017,0.486,0.8695652173913043,0.8423904120834017,1.0,110,1.05
broadleaf,junit,0.1,5432.0,87.0,3017.0,2860.0,80.0,1698.0,0.0,0.0,0.724,0.851,0.908,0.92,0.92,0.92,0.92,0.92,0.92,0.92,8737.0,9125.621,13491.531,0.869,0.286,0.92,0.088,0.006,0.095,0.9195402298850575,0.5554123711340206,1.0,110,1.05
broadleaf,junit,0.2,5432.0,87.0,3185.0,2860.0,84.0,2084.0,0.0,0.577,0.724,0.793,0.862,0.966,0.966,0.966,0.966,0.966,0.966,0.966,8905.0,9059.966,12275.5,0.886,0.283,0.966,0.098,0.001,0.1,0.9655172413793104,0.586340206185567,1.0,110,1.05
broadleaf,junit,0.3,5432.0,87.0,3414.0,2860.0,82.0,2526.0,0.0,0.0,0.632,0.805,0.885,0.931,0.943,0.943,0.943,0.943,0.943,0.943,9134.0,9365.954,12917.75,0.864,0.265,0.943,0.113,0.003,0.116,0.9425287356321839,0.6284977908689249,1.0,110,1.05
broadleaf,junit,0.4,5432.0,87.0,3296.0,2860.0,83.0,2316.0,0.0,0.524,0.609,0.793,0.862,0.943,0.954,0.954,0.954,0.954,0.954,0.954,9016.0,9212.414,12754.0,0.865,0.267,0.954,0.105,0.002,0.107,0.9540229885057471,0.6067746686303387,1.0,110,1.05
broadleaf,junit,0.5,5432.0,87.0,3877.0,2860.0,86.0,3260.0,0.0,0.389,0.575,0.678,0.782,0.851,0.874,0.977,0.989,0.989,0.989,0.989,9597.0,9632.747,9597.0,0.846,0.239,0.989,0.146,0.0,0.146,0.9885057471264368,0.7137334315169367,1.0,110,1.05
broadleaf,junit,1.0,5432.0,87.0,3402.0,2860.0,83.0,2492.0,0.0,0.491,0.586,0.69,0.793,0.839,0.954,0.954,0.954,0.954,0.954,0.954,9122.0,9308.667,12674.5,0.835,0.233,0.954,0.112,0.002,0.114,0.9540229885057471,0.6262886597938144,1.0,110,1.05
broadleaf,mct,0.1,6091.0,23.0,4499.0,2970.0,18.0,3983.0,0.0,0.0,0.391,0.478,0.609,0.652,0.652,0.739,0.783,0.783,0.783,0.783,10439.0,11131.174,13424.0,0.644,0.096,0.783,0.361,0.047,0.408,0.782608695652174,0.7386307667049745,1.0,110,1.05
broadleaf,mct,0.2,6091.0,23.0,4558.0,2970.0,23.0,4088.0,0.329,0.279,0.478,0.609,0.609,0.652,0.696,0.87,1.0,1.0,1.0,1.0,10498.0,10498.0,10498.0,0.762,0.043,1.0,0.37,0.0,0.37,1.0,0.7483171892956821,1.0,110,1.05
broadleaf,mct,0.3,6091.0,23.0,4019.0,2970.0,16.0,3287.0,0.0,0.0,0.478,0.609,0.652,0.652,0.652,0.696,0.696,0.696,0.696,0.696,9959.0,11220.217,14038.25,0.633,0.047,0.696,0.288,0.093,0.38,0.6956521739130435,0.6598259727466754,1.0,110,1.05
broadleaf,mct,0.4,6091.0,23.0,5387.0,2970.0,22.0,5165.0,0.0,0.102,0.478,0.522,0.652,0.652,0.652,0.652,0.913,0.913,0.913,0.913,11327.0,11388.217,11327.0,0.715,0.053,0.957,0.517,0.002,0.519,0.9565217391304348,0.884419635527828,1.0,110,1.05
broadleaf,mct,0.5,6091.0,23.0,3664.0,2970.0,18.0,2744.0,0.0,0.0,0.478,0.652,0.652,0.652,0.783,0.783,0.783,0.783,0.783,0.783,9604.0,10659.217,14154.625,0.688,0.042,0.783,0.239,0.047,0.286,0.782608695652174,0.6015432605483501,1.0,110,1.05
broadleaf,mct,1.0,6091.0,23.0,5216.0,2970.0,22.0,4941.0,0.0,0.139,0.522,0.609,0.652,0.652,0.826,0.826,0.913,0.913,0.913,0.913,11156.0,11232.087,11156.0,0.746,0.036,0.957,0.485,0.002,0.487,0.9565217391304348,0.8563454276801838,1.0,110,1.05
ceylon,junit,0.1,5432.0,87.0,3560.0,2860.0,85.0,2734.0,0.0,0.634,0.759,0.897,0.931,0.966,0.966,0.977,0.977,0.977,0.977,0.977,9280.0,9366.069,11152.0,0.918,0.326,0.977,0.123,0.001,0.123,0.9770114942528736,0.6553755522827688,1.0,110,1.05
ceylon,junit,0.2,5432.0,87.0,4016.0,2860.0,82.0,3455.0,0.0,0.0,0.782,0.828,0.828,0.885,0.92,0.92,0.943,0.943,0.943,0.943,9736.0,9898.759,12391.0,0.871,0.304,0.943,0.156,0.003,0.16,0.9425287356321839,0.7393225331369662,1.0,110,1.05
ceylon,junit,0.3,5432.0,87.0,3704.0,2860.0,86.0,2968.0,0.0,0.491,0.805,0.851,0.862,0.908,0.954,0.989,0.989,0.989,0.989,0.989,9424.0,9463.724,9424.0,0.907,0.264,0.989,0.133,0.0,0.133,0.9885057471264368,0.6818851251840943,1.0,110,1.05
ceylon,junit,0.4,5432.0,87.0,3418.0,2860.0,82.0,2501.0,0.0,0.0,0.805,0.828,0.885,0.92,0.943,0.943,0.943,0.943,0.943,0.943,9138.0,9369.494,12914.25,0.887,0.269,0.943,0.113,0.003,0.117,0.9425287356321839,0.6292341678939617,1.0,110,1.05
ceylon,junit,0.5,5432.0,87.0,3608.0,2860.0,81.0,2777.0,0.0,0.0,0.724,0.793,0.874,0.908,0.92,0.931,0.931,0.931,0.931,0.931,9328.0,9579.586,12862.0,0.863,0.267,0.931,0.126,0.005,0.131,0.9310344827586207,0.6642120765832106,1.0,110,1.05
ceylon,junit,1.0,5432.0,87.0,3666.0,2860.0,84.0,2936.0,0.0,0.513,0.724,0.816,0.874,0.943,0.954,0.966,0.966,0.966,0.966,0.966,9386.0,9507.793,12035.0,0.884,0.227,0.966,0.13,0.001,0.131,0.9655172413793104,0.6748895434462445,1.0,110,1.05
ceylon,mct,0.1,6091.0,23.0,6091.0,2970.0,23.0,5840.0,0.041,-0.008,0.652,0.696,0.696,0.696,0.696,0.696,0.696,0.739,0.826,1.0,12031.0,12031.0,12031.0,0.712,0.283,1.0,0.661,0.0,0.661,1.0,1.0,1.0,110,1.05
ceylon,mct,0.2,6091.0,23.0,2970.0,2970.0,13.0,288.0,0.0,0.0,0.565,0.565,0.565,0.565,0.565,0.565,0.565,0.565,0.565,0.565,8910.0,11623.913,15139.809,0.559,0.25,0.565,0.157,0.189,0.346,0.5652173913043478,0.4876046626169759,1.0,110,1.05
ceylon,mct,0.3,6091.0,23.0,2972.0,2970.0,15.0,485.0,0.0,0.0,0.652,0.652,0.652,0.652,0.652,0.652,0.652,0.652,0.652,0.652,8912.0,11081.739,15101.266,0.643,0.183,0.652,0.157,0.121,0.278,0.6521739130434783,0.48793301592513544,1.0,110,1.05
ceylon,mct,0.4,6091.0,23.0,4387.0,2970.0,22.0,3789.0,0.0,0.328,0.565,0.739,0.826,0.826,0.913,0.913,0.957,0.957,0.957,0.957,10327.0,10475.174,10327.0,0.834,0.175,0.957,0.343,0.002,0.345,0.9565217391304348,0.7202429814480381,1.0,110,1.05
ceylon,mct,0.5,6091.0,23.0,5924.0,2970.0,22.0,4137.0,0.0,0.271,0.435,0.522,0.565,0.609,0.609,0.696,0.957,0.957,0.957,0.957,11864.0,11878.522,11864.0,0.701,0.175,0.957,0.625,0.002,0.627,0.9565217391304348,0.9725824987686751,1.0,110,1.05
ceylon,mct,1.0,6091.0,23.0,5311.0,2970.0,20.0,5068.0,0.0,0.0,0.522,0.565,0.609,0.696,0.696,0.696,0.696,0.783,0.783,0.783,11251.0,11454.478,12421.0,0.677,0.192,0.87,0.503,0.017,0.52,0.8695652173913043,0.8719422098177639,1.0,110,1.05
elasticsearch,junit,0.1,5432.0,87.0,3452.0,2860.0,80.0,2580.0,0.0,0.0,0.713,0.805,0.851,0.897,0.92,0.92,0.92,0.92,0.92,0.92,9172.0,9490.621,13070.125,0.852,0.223,0.92,0.115,0.006,0.122,0.9195402298850575,0.6354933726067746,1.0,110,1.05
elasticsearch,junit,0.2,5432.0,87.0,3905.0,2860.0,83.0,3291.0,0.0,0.344,0.621,0.805,0.828,0.851,0.897,0.92,0.954,0.954,0.954,0.954,9625.0,9765.414,12297.25,0.846,0.183,0.954,0.148,0.002,0.15,0.9540229885057471,0.7188880706921944,1.0,110,1.05
elasticsearch,junit,0.3,5432.0,87.0,3989.0,2860.0,86.0,3417.0,0.0,0.333,0.655,0.828,0.828,0.851,0.897,0.931,0.989,0.989,0.989,0.989,9709.0,9742.172,9709.0,0.864,0.19,0.989,0.154,0.0,0.154,0.9885057471264368,0.7343519882179675,1.0,110,1.05
elasticsearch,junit,0.4,5432.0,87.0,4462.0,2860.0,87.0,4091.0,0.247,0.306,0.621,0.828,0.828,0.874,0.897,0.943,0.966,1.0,1.0,1.0,10182.0,10182.0,10182.0,0.864,0.166,1.0,0.193,0.0,0.193,1.0,0.8214285714285714,1.0,110,1.05
elasticsearch,junit,0.5,5432.0,87.0,4278.0,2860.0,87.0,3837.0,0.294,0.276,0.632,0.805,0.828,0.828,0.874,0.943,0.989,0.989,0.989,0.989,9998.0,9998.0,9998.0,0.858,0.184,1.0,0.177,0.0,0.177,1.0,0.7875552282768777,1.0,110,1.05
elasticsearch,junit,1.0,5432.0,87.0,3757.0,2860.0,79.0,3061.0,0.0,0.0,0.575,0.805,0.805,0.828,0.874,0.908,0.908,0.908,0.908,0.908,9477.0,9785.046,12800.828,0.814,0.146,0.908,0.137,0.008,0.145,0.9080459770114943,0.6916421207658321,1.0,110,1.05
elasticsearch,mct,0.1,6091.0,23.0,3599.0,2970.0,15.0,2643.0,0.0,0.0,0.522,0.522,0.609,0.609,0.652,0.652,0.652,0.652,0.652,0.652,9539.0,11272.565,14484.062,0.605,0.045,0.652,0.231,0.121,0.352,0.6521739130434783,0.5908717780331637,1.0,110,1.05
elasticsearch,mct,0.2,6091.0,23.0,4668.0,2970.0,23.0,4217.0,0.308,0.265,0.565,0.609,0.609,0.652,0.739,0.913,1.0,1.0,1.0,1.0,10608.0,10608.0,10608.0,0.772,0.044,1.0,0.388,0.0,0.388,1.0,0.766376621244459,1.0,110,1.05
elasticsearch,mct,0.3,6091.0,23.0,4187.0,2970.0,20.0,3553.0,0.0,0.0,0.478,0.652,0.652,0.652,0.826,0.87,0.87,0.87,0.87,0.87,10127.0,10623.696,12983.0,0.732,0.046,0.87,0.312,0.017,0.329,0.8695652173913043,0.6874076506320801,1.0,110,1.05
elasticsearch,mct,0.4,6091.0,23.0,4632.0,2970.0,22.0,4163.0,0.0,0.267,0.565,0.609,0.652,0.652,0.826,0.913,0.957,0.957,0.957,0.957,10572.0,10698.87,10572.0,0.773,0.049,0.957,0.382,0.002,0.384,0.9565217391304348,0.7604662616975866,1.0,110,1.05
elasticsearch,mct,0.5,6091.0,23.0,4455.0,2970.0,23.0,3921.0,0.356,0.333,0.522,0.609,0.609,0.739,0.826,0.913,1.0,1.0,1.0,1.0,10395.0,10395.0,10395.0,0.79,0.031,1.0,0.354,0.0,0.354,1.0,0.7314069939254638,1.0,110,1.05
elasticsearch,mct,1.0,6091.0,23.0,4369.0,2970.0,22.0,3813.0,0.0,0.324,0.565,0.609,0.652,0.652,0.826,0.913,0.957,0.957,0.957,0.957,10309.0,10458.739,10309.0,0.777,0.034,0.957,0.34,0.002,0.342,0.9565217391304348,0.7172878016746018,1.0,110,1.05
hazelcast,junit,0.1,5432.0,87.0,3418.0,2860.0,82.0,2526.0,0.0,0.0,0.701,0.805,0.828,0.874,0.943,0.943,0.943,0.943,0.943,0.943,9138.0,9369.494,12914.25,0.863,0.294,0.943,0.113,0.003,0.117,0.9425287356321839,0.6292341678939617,1.0,110,1.05
hazelcast,junit,0.2,5432.0,87.0,3726.0,2860.0,85.0,3013.0,0.0,0.408,0.678,0.793,0.828,0.862,0.874,0.977,0.977,0.977,0.977,0.977,9446.0,9524.437,11152.0,0.867,0.261,0.977,0.135,0.001,0.135,0.9770114942528736,0.6859351988217968,1.0,110,1.05
hazelcast,junit,0.3,5432.0,87.0,3994.0,2860.0,86.0,3439.0,0.0,0.511,0.701,0.793,0.816,0.874,0.977,0.977,0.989,0.989,0.989,0.989,9714.0,9747.057,9714.0,0.879,0.257,0.989,0.155,0.0,0.155,0.9885057471264368,0.7352724594992637,1.0,110,1.05
hazelcast,junit,0.4,5432.0,87.0,3810.0,2860.0,81.0,3159.0,0.0,0.0,0.586,0.759,0.839,0.874,0.897,0.931,0.931,0.931,0.931,0.931,9530.0,9753.724,12672.625,0.837,0.238,0.931,0.141,0.005,0.145,0.9310344827586207,0.7013991163475699,1.0,110,1.05
hazelcast,junit,0.5,5432.0,87.0,4035.0,2860.0,86.0,3495.0,0.0,0.335,0.552,0.759,0.828,0.874,0.897,0.943,0.989,0.989,0.989,0.989,9755.0,9787.115,9755.0,0.851,0.211,0.989,0.158,0.0,0.158,0.9885057471264368,0.742820324005891,1.0,110,1.05
hazelcast,junit,1.0,5432.0,87.0,3970.0,2860.0,85.0,3406.0,0.0,0.323,0.517,0.667,0.828,0.862,0.874,0.943,0.977,0.977,0.977,0.977,9690.0,9757.218,11152.0,0.829,0.182,0.977,0.153,0.001,0.153,0.9770114942528736,0.7308541973490427,1.0,110,1.05
hazelcast,mct,0.1,6091.0,23.0,4604.0,2970.0,23.0,4132.0,0.322,0.276,0.391,0.478,0.522,0.696,0.696,0.913,1.0,1.0,1.0,1.0,10544.0,10544.0,10544.0,0.731,0.055,1.0,0.378,0.0,0.378,1.0,0.7558693153833524,1.0,110,1.05
hazelcast,mct,0.2,6091.0,23.0,3811.0,2970.0,22.0,2988.0,0.0,0.459,0.391,0.478,0.609,0.826,0.957,0.957,0.957,0.957,0.957,0.957,9751.0,9949.261,9751.0,0.763,0.026,0.957,0.259,0.002,0.261,0.9565217391304348,0.6256772286980792,1.0,110,1.05
hazelcast,mct,0.3,6091.0,23.0,3618.0,2970.0,19.0,2657.0,0.0,0.0,0.435,0.478,0.783,0.783,0.826,0.826,0.826,0.826,0.826,0.826,9558.0,10418.174,13885.75,0.72,0.026,0.826,0.233,0.03,0.263,0.8260869565217391,0.5939911344606796,1.0,110,1.05
hazelcast,mct,0.4,6091.0,23.0,3861.0,2970.0,19.0,3044.0,0.0,0.0,0.435,0.522,0.739,0.783,0.826,0.826,0.826,0.826,0.826,0.826,9801.0,10576.652,13703.5,0.715,0.025,0.826,0.266,0.03,0.296,0.8260869565217391,0.6338860614020686,1.0,110,1.05
hazelcast,mct,0.5,6091.0,23.0,4295.0,2970.0,22.0,3706.0,0.0,0.342,0.478,0.565,0.652,0.652,0.826,0.913,0.957,0.957,0.957,0.957,10235.0,10391.174,10235.0,0.759,0.017,0.957,0.329,0.002,0.331,0.9565217391304348,0.7051387292726974,1.0,110,1.05
hazelcast,mct,1.0,6091.0,23.0,3467.0,2970.0,18.0,2409.0,0.0,0.0,0.435,0.522,0.609,0.783,0.783,0.783,0.783,0.783,0.783,0.783,9407.0,10547.87,14327.0,0.672,0.02,0.783,0.214,0.047,0.261,0.782608695652174,0.5692004596946314,1.0,110,1.05
junit,mct,0.1,6091.0,23.0,3273.0,2970.0,15.0,1874.0,0.0,0.0,0.609,0.609,0.609,0.652,0.652,0.652,0.652,0.652,0.652,0.652,9213.0,11173.348,14804.969,0.63,0.209,0.652,0.191,0.121,0.312,0.6521739130434783,0.5373501888031522,1.0,110,1.05
junit,mct,0.2,6091.0,23.0,3847.0,2970.0,15.0,2969.0,0.0,0.0,0.522,0.565,0.565,0.609,0.652,0.652,0.652,0.652,0.652,0.652,9787.0,11348.043,14239.938,0.602,0.248,0.652,0.264,0.121,0.385,0.6521739130434783,0.6315875882449515,1.0,110,1.05
junit,mct,0.3,6091.0,23.0,6058.0,2970.0,23.0,4973.0,0.184,0.134,0.565,0.565,0.565,0.565,0.565,0.652,0.826,0.826,1.0,1.0,11998.0,11998.0,11998.0,0.68,0.207,1.0,0.654,0.0,0.654,1.0,0.9945821704153669,1.0,110,1.05
junit,mct,0.4,6091.0,23.0,3626.0,2970.0,16.0,2663.0,0.0,0.0,0.435,0.565,0.565,0.609,0.696,0.696,0.696,0.696,0.696,0.696,9566.0,11066.435,14418.969,0.619,0.25,0.696,0.234,0.093,0.327,0.6956521739130435,0.595304547693318,1.0,110,1.05
