dta_train,dta_test,train_percentage,num_docs,num_rels,num_shown,num_feedback,rels_found,last_rel,wss_100,wss_95,NCG@10,NCG@20,NCG@30,NCG@40,NCG@50,NCG@60,NCG@70,NCG@80,NCG@90,NCG@100,total_cost,total_cost_uniform,total_cost_weighted,norm_area,ap,r,loss_e,loss_r,loss_er,recall,cost,spt,bnd,ita
android,mct,1.0,6091.0,23.0,4219.0,2970.0,21.0,3543.0,0.0,0.0,0.478,0.478,0.522,0.826,0.87,0.913,0.913,0.913,0.913,0.913,10159.0,10484.565,12031.0,0.733,0.135,0.913,0.317,0.008,0.325,0.9130434782608695,0.6926613035626334,1.0,110,1.05
anttlr4,junit,0.1,5432.0,87.0,4183.0,2860.0,86.0,3705.0,0.0,0.319,0.805,0.862,0.874,0.92,0.931,0.931,0.989,0.989,0.989,0.989,9903.0,9931.713,9903.0,0.906,0.351,0.989,0.17,0.0,0.17,0.9885057471264368,0.7700662739322534,1.0,110,1.05
anttlr4,junit,0.2,5432.0,87.0,3124.0,2860.0,82.0,1724.0,0.0,0.0,0.759,0.885,0.931,0.943,0.943,0.943,0.943,0.943,0.943,0.943,8844.0,9109.287,13171.5,0.901,0.345,0.943,0.095,0.003,0.098,0.9425287356321839,0.5751104565537555,1.0,110,1.05
anttlr4,junit,0.3,5432.0,87.0,2995.0,2860.0,78.0,1479.0,0.0,0.0,0.759,0.874,0.897,0.897,0.897,0.897,0.897,0.897,0.897,0.897,8715.0,9219.207,13569.961,0.863,0.318,0.897,0.087,0.011,0.098,0.896551724137931,0.5513622974963182,1.0,110,1.05
anttlr4,junit,0.4,5432.0,87.0,3351.0,2860.0,85.0,2344.0,0.0,0.558,0.805,0.851,0.908,0.954,0.977,0.977,0.977,0.977,0.977,0.977,9071.0,9166.678,11152.0,0.913,0.331,0.977,0.109,0.001,0.109,0.9770114942528736,0.616899852724595,1.0,110,1.05
anttlr4,junit,0.5,5432.0,87.0,3146.0,2860.0,83.0,1874.0,0.0,0.605,0.759,0.851,0.92,0.954,0.954,0.954,0.954,0.954,0.954,0.954,8866.0,9076.207,12866.5,0.903,0.332,0.954,0.096,0.002,0.098,0.9540229885057471,0.5791605301914581,1.0,110,1.05
anttlr4,junit,1.0,5432.0,87.0,2908.0,2860.0,77.0,1086.0,0.0,0.0,0.713,0.885,0.885,0.885,0.885,0.885,0.885,0.885,0.885,0.885,8628.0,9208.23,13666.141,0.85,0.308,0.885,0.082,0.013,0.095,0.8850574712643678,0.5353460972017673,1.0,110,1.05
anttlr4,mct,0.1,6091.0,23.0,2970.0,2970.0,13.0,448.0,0.0,0.0,0.565,0.565,0.565,0.565,0.565,0.565,0.565,0.565,0.565,0.565,8910.0,11623.913,15139.809,0.561,0.32,0.565,0.157,0.189,0.346,0.5652173913043478,0.4876046626169759,1.0,110,1.05
anttlr4,mct,0.2,6091.0,23.0,5998.0,2970.0,23.0,4458.0,0.268,0.218,0.565,0.609,0.696,0.739,0.739,0.913,0.913,1.0,1.0,1.0,11938.0,11938.0,11938.0,0.786,0.273,1.0,0.641,0.0,0.641,1.0,0.9847315711705795,1.0,110,1.05
anttlr4,mct,0.3,6091.0,23.0,3642.0,2970.0,15.0,2585.0,0.0,0.0,0.565,0.565,0.609,0.609,0.652,0.652,0.652,0.652,0.652,0.652,9582.0,11285.652,14441.734,0.617,0.256,0.652,0.236,0.121,0.357,0.6521739130434783,0.5979313741585947,1.0,110,1.05
anttlr4,mct,0.4,6091.0,23.0,2979.0,2970.0,15.0,692.0,0.0,0.0,0.609,0.652,0.652,0.652,0.652,0.652,0.652,0.652,0.652,0.652,8919.0,11083.87,15094.375,0.639,0.258,0.652,0.158,0.121,0.279,0.6521739130434783,0.48908225250369397,1.0,110,1.05
anttlr4,mct,0.5,6091.0,23.0,5371.0,2970.0,22.0,5148.0,0.0,0.105,0.609,0.652,0.652,0.652,0.696,0.739,0.913,0.913,0.913,0.913,11311.0,11373.609,11311.0,0.741,0.244,0.957,0.514,0.002,0.516,0.9565217391304348,0.8817928090625513,1.0,110,1.05
anttlr4,mct,1.0,6091.0,23.0,5131.0,2970.0,20.0,4837.0,0.0,0.0,0.522,0.609,0.652,0.652,0.696,0.739,0.739,0.87,0.87,0.87,11071.0,11321.435,12511.0,0.698,0.284,0.87,0.469,0.017,0.486,0.8695652173913043,0.8423904120834017,1.0,110,1.05
broadleaf,junit,0.1,5432.0,87.0,4209.0,2860.0,85.0,3736.0,0.0,0.38,0.736,0.897,0.908,0.943,0.943,0.966,0.977,0.977,0.977,0.977,9929.0,9985.23,11152.0,0.901,0.286,0.977,0.172,0.001,0.172,0.9770114942528736,0.7748527245949927,1.0,110,1.05
broadleaf,junit,0.2,5432.0,87.0,3430.0,2860.0,82.0,2531.0,0.0,0.0,0.69,0.851,0.92,0.92,0.943,0.943,0.943,0.943,0.943,0.943,9150.0,9380.115,12903.75,0.876,0.25,0.943,0.114,0.003,0.117,0.9425287356321839,0.6314432989690721,1.0,110,1.05
broadleaf,junit,0.3,5432.0,87.0,3166.0,2860.0,83.0,2041.0,0.0,0.574,0.667,0.816,0.862,0.954,0.954,0.954,0.954,0.954,0.954,0.954,8886.0,9094.368,12851.5,0.877,0.256,0.954,0.097,0.002,0.099,0.9540229885057471,0.5828424153166422,1.0,110,1.05
broadleaf,junit,0.4,5432.0,87.0,3488.0,2860.0,87.0,2643.0,0.513,0.509,0.598,0.77,0.816,0.908,1.0,1.0,1.0,1.0,1.0,1.0,9208.0,9208.0,9208.0,0.882,0.252,1.0,0.118,0.0,0.118,1.0,0.6421207658321061,1.0,110,1.05
broadleaf,junit,0.5,5432.0,87.0,3190.0,2860.0,82.0,2062.0,0.0,0.0,0.632,0.759,0.897,0.943,0.943,0.943,0.943,0.943,0.943,0.943,8910.0,9167.701,13113.75,0.862,0.238,0.943,0.099,0.003,0.102,0.9425287356321839,0.5872606774668631,1.0,110,1.05
broadleaf,junit,1.0,5432.0,87.0,3402.0,2860.0,83.0,2492.0,0.0,0.491,0.586,0.69,0.793,0.839,0.954,0.954,0.954,0.954,0.954,0.954,9122.0,9308.667,12674.5,0.835,0.233,0.954,0.112,0.002,0.114,0.9540229885057471,0.6262886597938144,1.0,110,1.05
broadleaf,mct,0.1,6091.0,23.0,5947.0,2970.0,23.0,5863.0,0.037,0.048,0.522,0.609,0.609,0.652,0.652,0.652,0.652,0.739,0.913,0.913,11887.0,11887.0,11887.0,0.671,0.084,1.0,0.63,0.0,0.63,1.0,0.9763585618125102,1.0,110,1.05
broadleaf,mct,0.2,6091.0,23.0,3787.0,2970.0,15.0,2945.0,0.0,0.0,0.478,0.522,0.609,0.609,0.652,0.652,0.652,0.652,0.652,0.652,9727.0,11329.783,14299.0,0.591,0.033,0.652,0.256,0.121,0.376,0.6521739130434783,0.6217369890001642,1.0,110,1.05
broadleaf,mct,0.3,6091.0,23.0,4226.0,2970.0,16.0,3605.0,0.0,0.0,0.522,0.609,0.652,0.652,0.652,0.696,0.696,0.696,0.696,0.696,10166.0,11301.217,13837.719,0.631,0.034,0.696,0.318,0.093,0.411,0.6956521739130435,0.6938105401411919,1.0,110,1.05
broadleaf,mct,0.4,6091.0,23.0,5231.0,2970.0,22.0,4966.0,0.0,0.135,0.391,0.609,0.652,0.652,0.826,0.826,0.826,0.913,0.913,0.913,11171.0,11245.783,11171.0,0.733,0.029,0.957,0.488,0.002,0.489,0.9565217391304348,0.8588080774913808,1.0,110,1.05
broadleaf,mct,0.5,6091.0,23.0,5621.0,2970.0,23.0,5452.0,0.105,0.098,0.435,0.609,0.652,0.652,0.652,0.826,0.913,0.913,1.0,1.0,11561.0,11561.0,11561.0,0.73,0.06,1.0,0.563,0.0,0.563,1.0,0.9228369725824987,1.0,110,1.05
broadleaf,mct,1.0,6091.0,23.0,5216.0,2970.0,22.0,4941.0,0.0,0.139,0.522,0.609,0.652,0.652,0.826,0.826,0.913,0.913,0.913,0.913,11156.0,11232.087,11156.0,0.746,0.036,0.957,0.485,0.002,0.487,0.9565217391304348,0.8563454276801838,1.0,110,1.05
ceylon,junit,0.1,5432.0,87.0,3719.0,2860.0,85.0,2972.0,0.0,0.6,0.747,0.897,0.943,0.954,0.966,0.977,0.977,0.977,0.977,0.977,9439.0,9517.759,11152.0,0.916,0.319,0.977,0.134,0.001,0.135,0.9770114942528736,0.6846465390279823,1.0,110,1.05
ceylon,junit,0.2,5432.0,87.0,3613.0,2860.0,83.0,2825.0,0.0,0.43,0.736,0.874,0.874,0.931,0.931,0.954,0.954,0.954,0.954,0.954,9333.0,9500.264,12516.25,0.892,0.318,0.954,0.127,0.002,0.129,0.9540229885057471,0.6651325478645066,1.0,110,1.05
ceylon,junit,0.3,5432.0,87.0,3797.0,2860.0,86.0,3127.0,0.0,0.511,0.667,0.851,0.862,0.908,0.966,0.989,0.989,0.989,0.989,0.989,9517.0,9554.586,9517.0,0.893,0.284,0.989,0.14,0.0,0.14,0.9885057471264368,0.6990058910162003,1.0,110,1.05
ceylon,junit,0.4,5432.0,87.0,3962.0,2860.0,85.0,3387.0,0.0,0.623,0.713,0.862,0.943,0.954,0.966,0.966,0.977,0.977,0.977,0.977,9682.0,9749.586,11152.0,0.905,0.271,0.977,0.152,0.001,0.153,0.9770114942528736,0.729381443298969,1.0,110,1.05
ceylon,junit,0.5,5432.0,87.0,3211.0,2860.0,82.0,2088.0,0.0,0.0,0.816,0.851,0.874,0.943,0.943,0.943,0.943,0.943,0.943,0.943,8931.0,9186.287,13095.375,0.887,0.256,0.943,0.1,0.003,0.103,0.9425287356321839,0.5911266568483063,1.0,110,1.05
ceylon,junit,1.0,5432.0,87.0,3666.0,2860.0,84.0,2936.0,0.0,0.513,0.724,0.816,0.874,0.943,0.954,0.966,0.966,0.966,0.966,0.966,9386.0,9507.793,12035.0,0.884,0.227,0.966,0.13,0.001,0.131,0.9655172413793104,0.6748895434462445,1.0,110,1.05
ceylon,mct,0.1,6091.0,23.0,2993.0,2970.0,14.0,704.0,0.0,0.0,0.435,0.609,0.609,0.609,0.609,0.609,0.609,0.609,0.609,0.609,8933.0,11357.522,15104.797,0.587,0.279,0.609,0.16,0.153,0.313,0.6086956521739131,0.49138072566081104,1.0,110,1.05
ceylon,mct,0.2,6091.0,23.0,3683.0,2970.0,17.0,2739.0,0.0,0.0,0.652,0.652,0.652,0.696,0.739,0.739,0.739,0.739,0.739,0.739,9623.0,10879.348,14288.5,0.69,0.229,0.739,0.242,0.068,0.31,0.7391304347826086,0.604662616975866,1.0,110,1.05
ceylon,mct,0.3,6091.0,23.0,6077.0,2970.0,23.0,5720.0,0.061,0.043,0.565,0.696,0.696,0.696,0.696,0.696,0.696,0.696,0.87,0.87,12017.0,12017.0,12017.0,0.701,0.223,1.0,0.658,0.0,0.658,1.0,0.9977015268428829,1.0,110,1.05
ceylon,mct,0.4,6091.0,23.0,4466.0,2970.0,21.0,3898.0,0.0,0.0,0.522,0.565,0.739,0.783,0.783,0.87,0.913,0.913,0.913,0.913,10406.0,10688.609,12031.0,0.766,0.252,0.913,0.355,0.008,0.363,0.9130434782608695,0.7332129371203415,1.0,110,1.05
ceylon,mct,0.5,6091.0,23.0,4511.0,2970.0,17.0,4006.0,0.0,0.0,0.609,0.696,0.696,0.696,0.696,0.696,0.739,0.739,0.739,0.739,10451.0,11275.348,13512.25,0.686,0.205,0.739,0.363,0.068,0.431,0.7391304347826086,0.7406008865539321,1.0,110,1.05
ceylon,mct,1.0,6091.0,23.0,5311.0,2970.0,20.0,5068.0,0.0,0.0,0.522,0.565,0.609,0.696,0.696,0.696,0.696,0.783,0.783,0.783,11251.0,11454.478,12421.0,0.677,0.192,0.87,0.503,0.017,0.52,0.8695652173913043,0.8719422098177639,1.0,110,1.05
elasticsearch,junit,0.1,5432.0,87.0,4072.0,2860.0,84.0,3542.0,0.0,0.298,0.713,0.805,0.874,0.897,0.92,0.943,0.966,0.966,0.966,0.966,9792.0,9885.793,11832.0,0.876,0.231,0.966,0.161,0.001,0.162,0.9655172413793104,0.7496318114874816,1.0,110,1.05
elasticsearch,junit,0.2,5432.0,87.0,3887.0,2860.0,84.0,3273.0,0.0,0.352,0.701,0.805,0.828,0.874,0.908,0.954,0.966,0.966,0.966,0.966,9607.0,9713.552,11924.5,0.864,0.197,0.966,0.146,0.001,0.148,0.9655172413793104,0.7155743740795287,1.0,110,1.05
elasticsearch,junit,0.3,5432.0,87.0,3523.0,2860.0,80.0,2689.0,0.0,0.0,0.575,0.828,0.828,0.862,0.92,0.92,0.92,0.92,0.92,0.92,9243.0,9550.195,13001.344,0.837,0.169,0.92,0.12,0.006,0.127,0.9195402298850575,0.6485640648011782,1.0,110,1.05
elasticsearch,junit,0.4,5432.0,87.0,4169.0,2860.0,85.0,3684.0,0.0,0.31,0.586,0.805,0.828,0.839,0.897,0.92,0.977,0.977,0.977,0.977,9889.0,9947.069,11152.0,0.851,0.159,0.977,0.168,0.001,0.169,0.9770114942528736,0.7674889543446245,1.0,110,1.05
elasticsearch,junit,0.5,5432.0,87.0,4241.0,2860.0,87.0,3781.0,0.304,0.356,0.575,0.805,0.828,0.828,0.897,0.966,1.0,1.0,1.0,1.0,9961.0,9961.0,9961.0,0.856,0.182,1.0,0.174,0.0,0.174,1.0,0.7807437407952872,1.0,110,1.05
elasticsearch,junit,1.0,5432.0,87.0,3757.0,2860.0,79.0,3061.0,0.0,0.0,0.575,0.805,0.805,0.828,0.874,0.908,0.908,0.908,0.908,0.908,9477.0,9785.046,12800.828,0.814,0.146,0.908,0.137,0.008,0.145,0.9080459770114943,0.6916421207658321,1.0,110,1.05
elasticsearch,mct,0.1,6091.0,23.0,4571.0,2970.0,22.0,4089.0,0.0,0.279,0.522,0.565,0.609,0.652,0.652,0.826,0.957,0.957,0.957,0.957,10511.0,10643.174,10511.0,0.732,0.064,0.957,0.372,0.002,0.374,0.9565217391304348,0.7504514857987195,1.0,110,1.05
elasticsearch,mct,0.2,6091.0,23.0,5001.0,2970.0,22.0,4670.0,0.0,0.183,0.478,0.609,0.783,0.826,0.913,0.913,0.913,0.957,0.957,0.957,10941.0,11035.783,10941.0,0.789,0.059,0.957,0.446,0.002,0.447,0.9565217391304348,0.821047447053029,1.0,110,1.05
elasticsearch,mct,0.3,6091.0,23.0,4188.0,2970.0,18.0,3557.0,0.0,0.0,0.565,0.652,0.652,0.652,0.739,0.783,0.783,0.783,0.783,0.783,10128.0,10955.391,13696.125,0.695,0.044,0.783,0.312,0.047,0.36,0.782608695652174,0.68757182728616,1.0,110,1.05
elasticsearch,mct,0.4,6091.0,23.0,3538.0,2970.0,18.0,2532.0,0.0,0.0,0.522,0.609,0.609,0.652,0.783,0.783,0.783,0.783,0.783,0.783,9478.0,10588.0,14264.875,0.693,0.034,0.783,0.223,0.047,0.27,0.782608695652174,0.5808570021342965,1.0,110,1.05
elasticsearch,mct,0.5,6091.0,23.0,3682.0,2970.0,18.0,2772.0,0.0,0.0,0.565,0.609,0.652,0.652,0.783,0.783,0.783,0.783,0.783,0.783,9622.0,10669.391,14138.875,0.69,0.041,0.783,0.242,0.047,0.289,0.782608695652174,0.6044984403217862,1.0,110,1.05
elasticsearch,mct,1.0,6091.0,23.0,4369.0,2970.0,22.0,3813.0,0.0,0.324,0.565,0.609,0.652,0.652,0.826,0.913,0.957,0.957,0.957,0.957,10309.0,10458.739,10309.0,0.777,0.034,0.957,0.34,0.002,0.342,0.9565217391304348,0.7172878016746018,1.0,110,1.05
hazelcast,junit,0.1,5432.0,87.0,3298.0,2860.0,80.0,2307.0,0.0,0.0,0.701,0.828,0.839,0.885,0.92,0.92,0.92,0.92,0.92,0.92,9018.0,9361.402,13219.312,0.851,0.272,0.92,0.105,0.006,0.112,0.9195402298850575,0.6071428571428571,1.0,110,1.05
hazelcast,junit,0.2,5432.0,87.0,3735.0,2860.0,85.0,3035.0,0.0,0.392,0.678,0.77,0.816,0.874,0.908,0.977,0.977,0.977,0.977,0.977,9455.0,9533.023,11152.0,0.867,0.268,0.977,0.135,0.001,0.136,0.9770114942528736,0.6875920471281296,1.0,110,1.05
hazelcast,junit,0.3,5432.0,87.0,4117.0,2860.0,83.0,3600.0,0.0,0.287,0.563,0.782,0.816,0.862,0.897,0.92,0.954,0.954,0.954,0.954,9837.0,9957.92,12138.25,0.837,0.202,0.954,0.164,0.002,0.166,0.9540229885057471,0.7579160530191458,1.0,110,1.05
hazelcast,junit,0.4,5432.0,87.0,3550.0,2860.0,82.0,2736.0,0.0,0.0,0.632,0.736,0.805,0.897,0.931,0.943,0.943,0.943,0.943,0.943,9270.0,9486.322,12798.75,0.844,0.212,0.943,0.122,0.003,0.125,0.9425287356321839,0.6535346097201767,1.0,110,1.05
hazelcast,junit,0.5,5432.0,87.0,4148.0,2860.0,87.0,3642.0,0.33,0.296,0.563,0.667,0.839,0.851,0.885,0.943,1.0,1.0,1.0,1.0,9868.0,9868.0,9868.0,0.838,0.217,1.0,0.167,0.0,0.167,1.0,0.7636229749631811,1.0,110,1.05
hazelcast,junit,1.0,5432.0,87.0,3970.0,2860.0,85.0,3406.0,0.0,0.323,0.517,0.667,0.828,0.862,0.874,0.943,0.977,0.977,0.977,0.977,9690.0,9757.218,11152.0,0.829,0.182,0.977,0.153,0.001,0.153,0.9770114942528736,0.7308541973490427,1.0,110,1.05
hazelcast,mct,0.1,6091.0,23.0,3420.0,2970.0,17.0,2300.0,0.0,0.0,0.304,0.565,0.609,0.739,0.739,0.739,0.739,0.739,0.739,0.739,9360.0,10753.565,14535.062,0.652,0.06,0.739,0.208,0.068,0.276,0.7391304347826086,0.5614841569528813,1.0,110,1.05
hazelcast,mct,0.2,6091.0,23.0,4088.0,2970.0,21.0,3410.0,0.0,0.0,0.348,0.435,0.478,0.739,0.783,0.913,0.913,0.913,0.913,0.913,10028.0,10376.348,12031.0,0.71,0.037,0.913,0.298,0.008,0.305,0.9130434782608695,0.6711541618781809,1.0,110,1.05
hazelcast,mct,0.3,6091.0,23.0,3405.0,2970.0,19.0,2279.0,0.0,0.0,0.391,0.522,0.565,0.826,0.826,0.826,0.826,0.826,0.826,0.826,9345.0,10279.261,14045.5,0.698,0.013,0.826,0.207,0.03,0.237,0.8260869565217391,0.5590215071416844,1.0,110,1.05
hazelcast,mct,0.4,6091.0,23.0,3927.0,2970.0,21.0,3144.0,0.0,0.0,0.435,0.609,0.652,0.652,0.826,0.913,0.913,0.913,0.913,0.913,9867.0,10243.348,12031.0,0.741,0.021,0.913,0.275,0.008,0.282,0.9130434782608695,0.6447217205713348,1.0,110,1.05
hazelcast,mct,0.5,6091.0,23.0,4468.0,2970.0,23.0,3944.0,0.352,0.32,0.435,0.478,0.609,0.609,0.826,0.913,1.0,1.0,1.0,1.0,10408.0,10408.0,10408.0,0.753,0.022,1.0,0.356,0.0,0.356,1.0,0.733541290428501,1.0,110,1.05
hazelcast,mct,1.0,6091.0,23.0,3467.0,2970.0,18.0,2409.0,0.0,0.0,0.435,0.522,0.609,0.783,0.783,0.783,0.783,0.783,0.783,0.783,9407.0,10547.87,14327.0,0.672,0.02,0.783,0.214,0.047,0.261,0.782608695652174,0.5692004596946314,1.0,110,1.05
junit,mct,0.1,6091.0,23.0,5289.0,2970.0,18.0,5056.0,0.0,0.0,0.652,0.696,0.696,0.696,0.696,0.739,0.739,0.739,0.739,0.739,11229.0,11577.696,12732.75,0.704,0.134,0.783,0.498,0.047,0.546,0.782608695652174,0.8683303234280085,1.0,110,1.05
junit,mct,0.2,6091.0,23.0,4535.0,2970.0,20.0,4010.0,0.0,0.0,0.522,0.609,0.609,0.783,0.783,0.783,0.87,0.87,0.87,0.87,10475.0,10880.913,12809.0,0.74,0.162,0.87,0.366,0.017,0.383,0.8695652173913043,0.744541126251847,1.0,110,1.05
junit,mct,0.3,6091.0,23.0,3202.0,2970.0,17.0,1549.0,0.0,0.0,0.522,0.696,0.739,0.739,0.739,0.739,0.739,0.739,0.739,0.739,9142.0,10649.304,14739.438,0.69,0.229,0.739,0.183,0.068,0.251,0.7391304347826086,0.5256936463634871,1.0,110,1.05
junit,mct,0.4,6091.0,23.0,5046.0,2970.0,18.0,4721.0,0.0,0.0,0.522,0.522,0.609,0.609,0.609,0.609,0.652,0.783,0.783,0.783,10986.0,11440.348,12945.375,0.627,0.2,0.783,0.454,0.047,0.501,0.782608695652174,0.8284353964866196,1.0,110,1.05
