dta_train,dta_test,train_percentage,num_docs,num_rels,num_shown,num_feedback,rels_found,last_rel,wss_100,wss_95,NCG@10,NCG@20,NCG@30,NCG@40,NCG@50,NCG@60,NCG@70,NCG@80,NCG@90,NCG@100,total_cost,total_cost_uniform,total_cost_weighted,norm_area,ap,r,loss_e,loss_r,loss_er,recall,cost,rho,beta
elasticsearch,mct,0.3,6091.0,23.0,1696.0,1696.0,14.0,1156.0,0.0,0.0,0.522,0.609,0.609,0.609,0.609,0.609,0.609,0.609,0.609,0.609,5088.0,8527.565,13843.664,0.578,0.038,0.609,0.051,0.153,0.204,0.6086956521739131,0.2784436053193236,6,1000.0
elasticsearch,mct,0.4,6091.0,23.0,1105.0,1105.0,14.0,815.0,0.0,0.0,0.522,0.522,0.522,0.522,0.522,0.522,0.522,0.522,0.522,0.522,3315.0,7217.087,13248.047,0.583,0.069,0.609,0.022,0.153,0.175,0.6086956521739131,0.18141520275816778,6,1000.0
elasticsearch,mct,0.5,6091.0,23.0,1105.0,1105.0,14.0,580.0,0.0,0.0,0.609,0.609,0.609,0.609,0.609,0.609,0.609,0.609,0.609,0.609,3315.0,7217.087,13248.047,0.586,0.027,0.609,0.022,0.153,0.175,0.6086956521739131,0.18141520275816778,6,1000.0
elasticsearch,mct,1.0,6091.0,23.0,1105.0,1105.0,14.0,809.0,0.0,0.0,0.522,0.522,0.522,0.522,0.522,0.522,0.522,0.522,0.522,0.522,3315.0,7217.087,13248.047,0.584,0.026,0.609,0.022,0.153,0.175,0.6086956521739131,0.18141520275816778,6,1000.0
hazelcast,junit,0.1,5432.0,87.0,2089.0,2089.0,75.0,2045.0,0.0,0.0,0.552,0.724,0.839,0.839,0.839,0.839,0.839,0.839,0.839,0.839,6267.0,7189.207,12949.735,0.779,0.157,0.862,0.042,0.019,0.061,0.8620689655172413,0.38457290132547867,6,1000.0
hazelcast,junit,0.2,5432.0,87.0,1526.0,1526.0,64.0,1221.0,0.0,0.0,0.529,0.609,0.609,0.609,0.609,0.609,0.609,0.609,0.609,0.609,4578.0,6643.241,12389.998,0.685,0.123,0.736,0.023,0.07,0.092,0.735632183908046,0.2809278350515464,6,1000.0
hazelcast,junit,0.3,5432.0,87.0,1526.0,1526.0,69.0,1192.0,0.0,0.0,0.506,0.678,0.678,0.678,0.678,0.678,0.678,0.678,0.678,0.678,4578.0,6194.276,12389.94,0.73,0.15,0.793,0.023,0.043,0.065,0.7931034482758621,0.2809278350515464,6,1000.0
hazelcast,junit,0.4,5432.0,87.0,3144.0,3144.0,78.0,2650.0,0.0,0.0,0.379,0.621,0.839,0.851,0.897,0.897,0.897,0.897,0.897,0.897,9432.0,9905.379,13990.125,0.777,0.095,0.897,0.096,0.011,0.107,0.896551724137931,0.5787923416789397,6,1000.0
hazelcast,junit,0.5,5432.0,87.0,4697.0,4697.0,87.0,3535.0,0.349,0.306,0.471,0.644,0.77,0.839,0.885,0.943,1.0,1.0,1.0,1.0,14091.0,14091.0,14091.0,0.819,0.117,1.0,0.214,0.0,0.214,1.0,0.8646907216494846,6,1000.0
hazelcast,junit,1.0,5432.0,87.0,4697.0,4697.0,87.0,3731.0,0.313,0.309,0.471,0.609,0.782,0.862,0.874,0.92,1.0,1.0,1.0,1.0,14091.0,14091.0,14091.0,0.814,0.135,1.0,0.214,0.0,0.214,1.0,0.8646907216494846,6,1000.0
hazelcast,mct,0.1,6091.0,23.0,6091.0,6091.0,23.0,4427.0,0.273,0.306,0.174,0.391,0.391,0.435,0.826,0.826,0.957,1.0,1.0,1.0,18273.0,18273.0,18273.0,0.669,0.008,1.0,0.661,0.0,0.661,1.0,1.0,6,1000.0
hazelcast,mct,0.2,6091.0,23.0,5729.0,5729.0,23.0,4095.0,0.328,0.311,0.348,0.522,0.565,0.652,0.652,0.739,1.0,1.0,1.0,1.0,17187.0,17187.0,17187.0,0.706,0.013,1.0,0.585,0.0,0.585,1.0,0.940568051223116,6,1000.0
hazelcast,mct,0.3,6091.0,23.0,6091.0,6091.0,23.0,3892.0,0.361,0.317,0.261,0.478,0.565,0.609,0.652,0.913,1.0,1.0,1.0,1.0,18273.0,18273.0,18273.0,0.707,0.01,1.0,0.661,0.0,0.661,1.0,1.0,6,1000.0
hazelcast,mct,0.4,6091.0,23.0,6091.0,6091.0,23.0,4123.0,0.323,0.295,0.348,0.478,0.609,0.826,0.913,0.913,1.0,1.0,1.0,1.0,18273.0,18273.0,18273.0,0.76,0.014,1.0,0.661,0.0,0.661,1.0,1.0,6,1000.0
hazelcast,mct,0.5,6091.0,23.0,2089.0,2089.0,13.0,1293.0,0.0,0.0,0.435,0.522,0.565,0.565,0.565,0.565,0.565,0.565,0.565,0.565,6267.0,9747.0,14255.367,0.527,0.013,0.565,0.078,0.189,0.267,0.5652173913043478,0.342965030372681,6,1000.0
hazelcast,mct,1.0,6091.0,23.0,6091.0,6091.0,23.0,4018.0,0.34,0.314,0.435,0.522,0.609,0.652,0.913,0.913,1.0,1.0,1.0,1.0,18273.0,18273.0,18273.0,0.761,0.018,1.0,0.661,0.0,0.661,1.0,1.0,6,1000.0
junit,mct,0.1,6091.0,23.0,2089.0,2089.0,11.0,1064.0,0.0,0.0,0.348,0.478,0.478,0.478,0.478,0.478,0.478,0.478,0.478,0.478,6267.0,10443.0,14267.092,0.45,0.095,0.478,0.078,0.272,0.35,0.4782608695652174,0.342965030372681,6,1000.0
junit,mct,0.2,6091.0,23.0,3846.0,3846.0,14.0,2482.0,0.0,0.0,0.261,0.478,0.522,0.565,0.609,0.609,0.609,0.609,0.609,0.609,11538.0,13294.957,16010.461,0.524,0.029,0.609,0.264,0.153,0.417,0.6086956521739131,0.6314234115908718,6,1000.0
junit,mct,0.3,6091.0,23.0,1372.0,1372.0,11.0,928.0,0.0,0.0,0.435,0.478,0.478,0.478,0.478,0.478,0.478,0.478,0.478,0.478,4116.0,9040.174,13549.392,0.456,0.017,0.478,0.034,0.272,0.306,0.4782608695652174,0.22525036939747167,6,1000.0
junit,mct,0.4,6091.0,23.0,2316.0,2316.0,12.0,1773.0,0.0,0.0,0.348,0.478,0.522,0.522,0.522,0.522,0.522,0.522,0.522,0.522,6948.0,10558.87,14490.627,0.479,0.01,0.522,0.096,0.229,0.324,0.5217391304347826,0.3802331308487933,6,1000.0
junit,mct,0.5,6091.0,23.0,2316.0,2316.0,13.0,1397.0,0.0,0.0,0.174,0.435,0.565,0.565,0.565,0.565,0.565,0.565,0.565,0.565,6948.0,10230.609,14483.254,0.485,0.004,0.565,0.096,0.189,0.285,0.5652173913043478,0.3802331308487933,6,1000.0
junit,mct,1.0,6091.0,23.0,1105.0,1105.0,4.0,358.0,0.0,0.0,0.174,0.174,0.174,0.174,0.174,0.174,0.174,0.174,0.174,0.174,3315.0,11552.739,13286.962,0.168,0.002,0.174,0.022,0.682,0.704,0.17391304347826086,0.18141520275816778,6,1000.0
