dta_train,dta_test,train_percentage,num_docs,num_rels,num_shown,num_feedback,rels_found,last_rel,wss_100,wss_95,NCG@10,NCG@20,NCG@30,NCG@40,NCG@50,NCG@60,NCG@70,NCG@80,NCG@90,NCG@100,total_cost,total_cost_uniform,total_cost_weighted,norm_area,ap,r,loss_e,loss_r,loss_er,recall,cost,spt,bnd,ita
hazelcast,mct,0.1,6091.0,23.0,6091.0,2970.0,23.0,2832.0,0.535,0.485,0.348,0.652,0.739,0.87,1.0,1.0,1.0,1.0,1.0,1.0,12031.0,12031.0,12031.0,0.82,0.029,1.0,0.661,0.0,0.661,1.0,1.0,1.0,110,1.05
junit,mct,0.1,6091.0,23.0,3572.0,2970.0,16.0,1201.0,0.0,0.0,0.652,0.696,0.696,0.696,0.696,0.696,0.696,0.696,0.696,0.696,9512.0,11045.304,14471.281,0.677,0.247,0.696,0.227,0.093,0.32,0.6956521739130435,0.5864390083730093,1.0,110,1.05
mcMMO,junit,0.1,5432.0,87.0,3554.0,2860.0,83.0,2026.0,0.0,0.577,0.77,0.839,0.885,0.954,0.954,0.954,0.954,0.954,0.954,0.954,9274.0,9446.69,12560.5,0.898,0.344,0.954,0.122,0.002,0.125,0.9540229885057471,0.6542709867452136,1.0,110,1.05
mcMMO,mct,0.1,6091.0,23.0,4760.0,2970.0,21.0,3442.0,0.0,0.0,0.478,0.565,0.565,0.652,0.739,0.913,0.913,0.913,0.913,0.913,10700.0,10931.478,12031.0,0.73,0.159,0.913,0.404,0.008,0.411,0.9130434782608695,0.7814808734197997,1.0,110,1.05
mct,junit,0.1,5432.0,87.0,3231.0,2860.0,82.0,1633.0,0.0,0.0,0.793,0.839,0.92,0.943,0.943,0.943,0.943,0.943,0.943,0.943,8951.0,9203.989,13077.875,0.899,0.34,0.943,0.101,0.003,0.104,0.9425287356321839,0.5948085419734904,1.0,110,1.05
neo4j,junit,0.1,5432.0,87.0,3360.0,2860.0,86.0,2997.0,0.0,0.673,0.77,0.816,0.954,0.966,0.966,0.989,0.989,0.989,0.989,0.989,9080.0,9127.632,9080.0,0.919,0.323,0.989,0.109,0.0,0.11,0.9885057471264368,0.6185567010309279,1.0,110,1.05
neo4j,mct,0.1,6091.0,23.0,6061.0,2970.0,23.0,5656.0,0.071,0.022,0.565,0.826,0.826,0.826,0.87,0.87,0.87,0.913,0.913,0.913,12001.0,12001.0,12001.0,0.818,0.215,1.0,0.654,0.0,0.654,1.0,0.9950747003776063,1.0,110,1.05
netty,junit,0.1,5432.0,87.0,4491.0,2860.0,87.0,3719.0,0.315,0.534,0.759,0.839,0.897,0.92,0.954,0.977,1.0,1.0,1.0,1.0,10211.0,10211.0,10211.0,0.908,0.309,1.0,0.195,0.0,0.195,1.0,0.8267673048600883,1.0,110,1.05
netty,mct,0.1,6091.0,23.0,5935.0,2970.0,23.0,5075.0,0.167,0.117,0.522,0.652,0.652,0.696,0.696,0.826,0.826,0.826,1.0,1.0,11875.0,11875.0,11875.0,0.748,0.063,1.0,0.628,0.0,0.628,1.0,0.9743884419635528,1.0,110,1.05
orientdb,junit,0.1,5432.0,87.0,4785.0,2860.0,87.0,3173.0,0.416,0.582,0.724,0.839,0.897,0.977,0.977,1.0,1.0,1.0,1.0,1.0,10505.0,10505.0,10505.0,0.913,0.295,1.0,0.222,0.0,0.222,1.0,0.8808910162002945,1.0,110,1.05
orientdb,mct,0.1,6091.0,23.0,6091.0,2970.0,23.0,4935.0,0.19,0.2,0.522,0.522,0.565,0.696,0.696,0.783,0.783,0.957,1.0,1.0,12031.0,12031.0,12031.0,0.719,0.167,1.0,0.661,0.0,0.661,1.0,1.0,1.0,110,1.05
oryx,junit,0.1,5432.0,87.0,3198.0,2860.0,84.0,2218.0,0.0,0.6,0.736,0.862,0.92,0.954,0.966,0.966,0.966,0.966,0.966,0.966,8918.0,9072.069,12269.0,0.905,0.354,0.966,0.099,0.001,0.1,0.9655172413793104,0.5887334315169367,1.0,110,1.05
oryx,mct,0.1,6091.0,23.0,6091.0,2970.0,23.0,5595.0,0.081,0.032,0.609,0.696,0.913,0.913,0.913,0.913,0.913,0.913,0.913,1.0,12031.0,12031.0,12031.0,0.842,0.119,1.0,0.661,0.0,0.661,1.0,1.0,1.0,110,1.05
titan,junit,0.1,5432.0,87.0,4281.0,2860.0,87.0,3708.0,0.317,0.447,0.805,0.851,0.874,0.931,0.943,0.977,1.0,1.0,1.0,1.0,10001.0,10001.0,10001.0,0.914,0.334,1.0,0.178,0.0,0.178,1.0,0.7881075110456554,1.0,110,1.05
titan,mct,0.1,6091.0,23.0,4735.0,2970.0,21.0,4491.0,0.0,0.0,0.522,0.739,0.739,0.826,0.826,0.826,0.87,0.87,0.87,0.87,10675.0,10910.826,12031.0,0.778,0.164,0.913,0.399,0.008,0.407,0.9130434782608695,0.777376457067805,1.0,110,1.05
