dta_train,dta_test,train_percentage,num_docs,num_rels,num_shown,num_feedback,rels_found,last_rel,wss_100,wss_95,NCG@10,NCG@20,NCG@30,NCG@40,NCG@50,NCG@60,NCG@70,NCG@80,NCG@90,NCG@100,total_cost,total_cost_uniform,total_cost_weighted,norm_area,ap,r,loss_e,loss_r,loss_er,recall,cost,rho,beta
MapDB,mct,0.5,6091.0,23.0,1232.0,1232.0,11.0,1015.0,0.0,0.0,0.391,0.478,0.478,0.478,0.478,0.478,0.478,0.478,0.478,0.478,3696.0,8766.261,13409.255,0.459,0.022,0.478,0.027,0.272,0.299,0.4782608695652174,0.2022656378263011,6,1000.0
MapDB,mct,1.0,6091.0,23.0,1105.0,1105.0,11.0,681.0,0.0,0.0,0.435,0.435,0.435,0.435,0.435,0.435,0.435,0.435,0.435,0.435,3315.0,8517.783,13282.131,0.461,0.027,0.478,0.022,0.272,0.294,0.4782608695652174,0.18141520275816778,6,1000.0
android,junit,0.1,5432.0,87.0,2089.0,2089.0,75.0,1870.0,0.0,0.0,0.506,0.667,0.816,0.816,0.816,0.816,0.816,0.816,0.816,0.816,6267.0,7189.207,12949.735,0.778,0.19,0.862,0.042,0.019,0.061,0.8620689655172413,0.38457290132547867,6,1000.0
android,junit,0.2,5432.0,87.0,1883.0,1883.0,70.0,1506.0,0.0,0.0,0.506,0.644,0.805,0.805,0.805,0.805,0.805,0.805,0.805,0.805,5649.0,7035.966,12746.892,0.734,0.178,0.805,0.034,0.038,0.073,0.8045977011494253,0.34664948453608246,6,1000.0
android,junit,0.3,5432.0,87.0,1696.0,1696.0,68.0,1684.0,0.0,0.0,0.506,0.747,0.759,0.759,0.759,0.759,0.759,0.759,0.759,0.759,5088.0,6719.816,12559.971,0.719,0.105,0.782,0.028,0.048,0.076,0.7816091954022989,0.3122238586156112,6,1000.0
android,junit,0.4,5432.0,87.0,3846.0,3846.0,85.0,3829.0,0.0,0.322,0.425,0.655,0.816,0.885,0.92,0.943,0.966,0.966,0.966,0.966,11538.0,11610.92,13124.0,0.823,0.151,0.977,0.143,0.001,0.144,0.9770114942528736,0.7080265095729014,6,1000.0
android,junit,0.5,5432.0,87.0,1696.0,1696.0,71.0,1371.0,0.0,0.0,0.529,0.782,0.816,0.816,0.816,0.816,0.816,0.816,0.816,0.816,5088.0,6462.161,12559.772,0.756,0.162,0.816,0.028,0.034,0.062,0.8160919540229885,0.3122238586156112,6,1000.0
android,junit,1.0,5432.0,87.0,2089.0,2089.0,74.0,1771.0,0.0,0.0,0.437,0.713,0.816,0.816,0.816,0.816,0.816,0.816,0.816,0.816,6267.0,7266.057,12951.368,0.767,0.129,0.851,0.042,0.022,0.065,0.8505747126436781,0.38457290132547867,6,1000.0
android,mct,0.1,6091.0,23.0,6091.0,6091.0,23.0,5230.0,0.141,0.092,0.174,0.304,0.565,0.609,0.609,0.696,0.696,0.913,1.0,1.0,18273.0,18273.0,18273.0,0.618,0.01,1.0,0.661,0.0,0.661,1.0,1.0,6,1000.0
android,mct,0.2,6091.0,23.0,1105.0,1105.0,3.0,234.0,0.0,0.0,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,3315.0,11986.304,13286.981,0.129,0.005,0.13,0.022,0.756,0.778,0.13043478260869565,0.18141520275816778,6,1000.0
android,mct,0.3,6091.0,23.0,6091.0,6091.0,23.0,4716.0,0.226,0.179,0.304,0.435,0.565,0.739,0.739,0.739,0.87,1.0,1.0,1.0,18273.0,18273.0,18273.0,0.683,0.014,1.0,0.661,0.0,0.661,1.0,1.0,6,1000.0
android,mct,0.4,6091.0,23.0,1105.0,1105.0,10.0,1059.0,0.0,0.0,0.391,0.391,0.391,0.391,0.391,0.391,0.391,0.391,0.391,0.391,3315.0,8951.348,13284.565,0.418,0.017,0.435,0.022,0.319,0.341,0.43478260869565216,0.18141520275816778,6,1000.0
android,mct,0.5,6091.0,23.0,6091.0,6091.0,23.0,4661.0,0.235,0.185,0.261,0.348,0.478,0.522,0.609,0.739,0.913,1.0,1.0,1.0,18273.0,18273.0,18273.0,0.647,0.013,1.0,0.661,0.0,0.661,1.0,1.0,6,1000.0
android,mct,1.0,6091.0,23.0,6091.0,6091.0,23.0,5085.0,0.165,0.179,0.261,0.304,0.391,0.522,0.609,0.826,0.826,0.957,1.0,1.0,18273.0,18273.0,18273.0,0.626,0.011,1.0,0.661,0.0,0.661,1.0,1.0,6,1000.0
anttlr4,junit,0.1,5432.0,87.0,1105.0,1105.0,44.0,1074.0,0.0,0.0,0.425,0.506,0.506,0.506,0.506,0.506,0.506,0.506,0.506,0.506,3315.0,7592.264,11969.0,0.485,0.163,0.506,0.012,0.244,0.256,0.5057471264367817,0.2034241531664212,6,1000.0
anttlr4,junit,0.2,5432.0,87.0,2841.0,2841.0,82.0,2568.0,0.0,0.0,0.529,0.736,0.839,0.874,0.943,0.943,0.943,0.943,0.943,0.943,8523.0,8820.816,13381.125,0.832,0.165,0.943,0.078,0.003,0.082,0.9425287356321839,0.5230117820324006,6,1000.0
anttlr4,junit,0.3,5432.0,87.0,2316.0,2316.0,77.0,2003.0,0.0,0.0,0.46,0.586,0.862,0.885,0.885,0.885,0.885,0.885,0.885,0.885,6948.0,7664.322,13167.828,0.787,0.126,0.885,0.052,0.013,0.065,0.8850574712643678,0.4263622974963181,6,1000.0
anttlr4,junit,0.4,5432.0,87.0,1105.0,1105.0,44.0,945.0,0.0,0.0,0.46,0.506,0.506,0.506,0.506,0.506,0.506,0.506,0.506,0.506,3315.0,7592.264,11969.0,0.493,0.136,0.506,0.012,0.244,0.256,0.5057471264367817,0.2034241531664212,6,1000.0
anttlr4,junit,0.5,5432.0,87.0,2566.0,2566.0,82.0,2279.0,0.0,0.0,0.46,0.632,0.874,0.931,0.931,0.931,0.931,0.931,0.931,0.931,7698.0,8027.425,13071.75,0.829,0.191,0.943,0.064,0.003,0.067,0.9425287356321839,0.4723858615611193,6,1000.0
anttlr4,junit,1.0,5432.0,87.0,3144.0,3144.0,82.0,2129.0,0.0,0.0,0.483,0.69,0.851,0.943,0.943,0.943,0.943,0.943,0.943,0.943,9432.0,9694.989,13722.0,0.832,0.14,0.943,0.096,0.003,0.099,0.9425287356321839,0.5787923416789397,6,1000.0
anttlr4,mct,0.1,6091.0,23.0,1105.0,1105.0,11.0,662.0,0.0,0.0,0.391,0.391,0.391,0.391,0.391,0.391,0.391,0.391,0.391,0.391,3315.0,8517.783,13282.131,0.456,0.052,0.478,0.022,0.272,0.294,0.4782608695652174,0.18141520275816778,6,1000.0
anttlr4,mct,0.2,6091.0,23.0,1105.0,1105.0,10.0,711.0,0.0,0.0,0.391,0.391,0.391,0.391,0.391,0.391,0.391,0.391,0.391,0.391,3315.0,8951.348,13284.565,0.421,0.017,0.435,0.022,0.319,0.341,0.43478260869565216,0.18141520275816778,6,1000.0
anttlr4,mct,0.3,6091.0,23.0,1105.0,1105.0,11.0,939.0,0.0,0.0,0.435,0.435,0.435,0.435,0.435,0.435,0.435,0.435,0.435,0.435,3315.0,8517.783,13282.131,0.461,0.026,0.478,0.022,0.272,0.294,0.4782608695652174,0.18141520275816778,6,1000.0
anttlr4,mct,0.4,6091.0,23.0,1105.0,1105.0,13.0,1052.0,0.0,0.0,0.435,0.435,0.435,0.435,0.435,0.435,0.435,0.435,0.435,0.435,3315.0,7650.652,13267.523,0.54,0.054,0.565,0.022,0.189,0.211,0.5652173913043478,0.18141520275816778,6,1000.0
anttlr4,mct,0.5,6091.0,23.0,1105.0,1105.0,11.0,984.0,0.0,0.0,0.435,0.435,0.435,0.435,0.435,0.435,0.435,0.435,0.435,0.435,3315.0,8517.783,13282.131,0.457,0.011,0.478,0.022,0.272,0.294,0.4782608695652174,0.18141520275816778,6,1000.0
anttlr4,mct,1.0,6091.0,23.0,1105.0,1105.0,11.0,1103.0,0.0,0.0,0.391,0.391,0.391,0.391,0.391,0.391,0.391,0.391,0.391,0.391,3315.0,8517.783,13282.131,0.461,0.049,0.478,0.022,0.272,0.294,0.4782608695652174,0.18141520275816778,6,1000.0
broadleaf,junit,0.1,5432.0,87.0,2089.0,2089.0,72.0,1788.0,0.0,0.0,0.402,0.609,0.747,0.747,0.747,0.747,0.747,0.747,0.747,0.747,6267.0,7419.759,12952.592,0.727,0.065,0.828,0.042,0.03,0.072,0.8275862068965517,0.38457290132547867,6,1000.0
broadleaf,junit,0.2,5432.0,87.0,3478.0,3478.0,84.0,3153.0,0.0,0.379,0.402,0.644,0.759,0.885,0.92,0.966,0.966,0.966,0.966,0.966,10434.0,10568.759,13365.0,0.811,0.112,0.966,0.117,0.001,0.118,0.9655172413793104,0.6402798232695139,6,1000.0
broadleaf,junit,0.3,5432.0,87.0,2566.0,2566.0,80.0,2244.0,0.0,0.0,0.517,0.678,0.816,0.897,0.897,0.897,0.897,0.897,0.897,0.897,7698.0,8159.195,13340.438,0.811,0.078,0.92,0.064,0.006,0.07,0.9195402298850575,0.4723858615611193,6,1000.0
broadleaf,junit,0.4,5432.0,87.0,2316.0,2316.0,72.0,2051.0,0.0,0.0,0.471,0.598,0.805,0.828,0.828,0.828,0.828,0.828,0.828,0.828,6948.0,8022.483,13179.62,0.737,0.164,0.828,0.052,0.03,0.082,0.8275862068965517,0.4263622974963181,6,1000.0
broadleaf,junit,0.5,5432.0,87.0,4697.0,4697.0,87.0,3449.0,0.365,0.389,0.506,0.667,0.805,0.839,0.897,0.977,1.0,1.0,1.0,1.0,14091.0,14091.0,14091.0,0.835,0.151,1.0,0.214,0.0,0.214,1.0,0.8646907216494846,6,1000.0
broadleaf,junit,1.0,5432.0,87.0,1232.0,1232.0,54.0,898.0,0.0,0.0,0.54,0.621,0.621,0.621,0.621,0.621,0.621,0.621,0.621,0.621,3696.0,6882.207,12096.0,0.593,0.135,0.621,0.015,0.144,0.159,0.6206896551724138,0.2268041237113402,6,1000.0
broadleaf,mct,0.1,6091.0,23.0,1105.0,1105.0,10.0,925.0,0.0,0.0,0.348,0.348,0.348,0.348,0.348,0.348,0.348,0.348,0.348,0.348,3315.0,8951.348,13284.565,0.42,0.032,0.435,0.022,0.319,0.341,0.43478260869565216,0.18141520275816778,6,1000.0
broadleaf,mct,0.2,6091.0,23.0,4251.0,4251.0,17.0,2828.0,0.0,0.0,0.435,0.478,0.609,0.696,0.739,0.739,0.739,0.739,0.739,0.739,12753.0,13713.0,16318.0,0.634,0.015,0.739,0.322,0.068,0.39,0.7391304347826086,0.6979149564931867,6,1000.0
broadleaf,mct,0.3,6091.0,23.0,1105.0,1105.0,10.0,353.0,0.0,0.0,0.435,0.435,0.435,0.435,0.435,0.435,0.435,0.435,0.435,0.435,3315.0,8951.348,13284.565,0.421,0.013,0.435,0.022,0.319,0.341,0.43478260869565216,0.18141520275816778,6,1000.0
broadleaf,mct,0.4,6091.0,23.0,6091.0,6091.0,23.0,4990.0,0.181,0.131,0.217,0.565,0.609,0.652,0.652,0.826,0.913,0.913,1.0,1.0,18273.0,18273.0,18273.0,0.687,0.009,1.0,0.661,0.0,0.661,1.0,1.0,6,1000.0
broadleaf,mct,0.5,6091.0,23.0,1372.0,1372.0,10.0,679.0,0.0,0.0,0.391,0.435,0.435,0.435,0.435,0.435,0.435,0.435,0.435,0.435,4116.0,9450.522,13551.696,0.415,0.018,0.435,0.034,0.319,0.353,0.43478260869565216,0.22525036939747167,6,1000.0
broadleaf,mct,1.0,6091.0,23.0,2316.0,2316.0,15.0,1527.0,0.0,0.0,0.391,0.609,0.652,0.652,0.652,0.652,0.652,0.652,0.652,0.652,6948.0,9574.087,14439.016,0.595,0.032,0.652,0.096,0.121,0.217,0.6521739130434783,0.3802331308487933,6,1000.0
ceylon,junit,0.1,5432.0,87.0,2566.0,2566.0,79.0,2566.0,0.0,0.0,0.448,0.724,0.828,0.839,0.839,0.839,0.839,0.839,0.839,0.839,7698.0,8225.08,13385.219,0.798,0.088,0.908,0.064,0.008,0.072,0.9080459770114943,0.4723858615611193,6,1000.0
ceylon,junit,0.2,5432.0,87.0,2566.0,2566.0,73.0,1570.0,0.0,0.0,0.46,0.644,0.839,0.839,0.839,0.839,0.839,0.839,0.839,0.839,7698.0,8620.391,13429.3,0.753,0.083,0.839,0.064,0.026,0.09,0.8390804597701149,0.4723858615611193,6,1000.0
ceylon,junit,0.3,5432.0,87.0,4251.0,4251.0,86.0,3968.0,0.0,0.303,0.437,0.644,0.736,0.828,0.897,0.943,0.966,0.966,0.966,0.966,12753.0,12780.149,12753.0,0.813,0.093,0.989,0.175,0.0,0.175,0.9885057471264368,0.7825846833578792,6,1000.0
ceylon,junit,0.4,5432.0,87.0,1696.0,1696.0,68.0,1374.0,0.0,0.0,0.471,0.667,0.782,0.782,0.782,0.782,0.782,0.782,0.782,0.782,5088.0,6719.816,12559.971,0.715,0.076,0.782,0.028,0.048,0.076,0.7816091954022989,0.3122238586156112,6,1000.0
ceylon,junit,0.5,5432.0,87.0,1696.0,1696.0,68.0,1450.0,0.0,0.0,0.437,0.713,0.782,0.782,0.782,0.782,0.782,0.782,0.782,0.782,5088.0,6719.816,12559.971,0.713,0.091,0.782,0.028,0.048,0.076,0.7816091954022989,0.3122238586156112,6,1000.0
ceylon,junit,1.0,5432.0,87.0,3846.0,3846.0,86.0,3703.0,0.0,0.425,0.471,0.609,0.816,0.908,0.943,0.966,0.989,0.989,0.989,0.989,11538.0,11574.46,11538.0,0.821,0.06,0.989,0.143,0.0,0.143,0.9885057471264368,0.7080265095729014,6,1000.0
ceylon,mct,0.1,6091.0,23.0,2316.0,2316.0,14.0,1423.0,0.0,0.0,0.391,0.522,0.609,0.609,0.609,0.609,0.609,0.609,0.609,0.609,6948.0,9902.348,14468.508,0.557,0.028,0.609,0.096,0.153,0.249,0.6086956521739131,0.3802331308487933,6,1000.0
ceylon,mct,0.2,6091.0,23.0,1232.0,1232.0,12.0,718.0,0.0,0.0,0.435,0.522,0.522,0.522,0.522,0.522,0.522,0.522,0.522,0.522,3696.0,8343.739,13404.51,0.497,0.017,0.522,0.027,0.229,0.256,0.5217391304347826,0.2022656378263011,6,1000.0
ceylon,mct,0.3,6091.0,23.0,4251.0,4251.0,16.0,2307.0,0.0,0.0,0.348,0.522,0.609,0.696,0.696,0.696,0.696,0.696,0.696,0.696,12753.0,13873.0,16375.5,0.61,0.041,0.696,0.322,0.093,0.415,0.6956521739130435,0.6979149564931867,6,1000.0
ceylon,mct,0.4,6091.0,23.0,1372.0,1372.0,10.0,655.0,0.0,0.0,0.391,0.435,0.435,0.435,0.435,0.435,0.435,0.435,0.435,0.435,4116.0,9450.522,13551.696,0.418,0.026,0.435,0.034,0.319,0.353,0.43478260869565216,0.22525036939747167,6,1000.0
ceylon,mct,0.5,6091.0,23.0,1105.0,1105.0,9.0,394.0,0.0,0.0,0.391,0.391,0.391,0.391,0.391,0.391,0.391,0.391,0.391,0.391,3315.0,9384.913,13285.783,0.384,0.032,0.391,0.022,0.371,0.392,0.391304347826087,0.18141520275816778,6,1000.0
ceylon,mct,1.0,6091.0,23.0,3478.0,3478.0,16.0,2423.0,0.0,0.0,0.391,0.522,0.652,0.696,0.696,0.696,0.696,0.696,0.696,0.696,10434.0,12024.522,15578.344,0.618,0.084,0.696,0.216,0.093,0.308,0.6956521739130435,0.5710064028895091,6,1000.0
elasticsearch,junit,0.1,5432.0,87.0,1232.0,1232.0,70.0,938.0,0.0,0.0,0.448,0.805,0.805,0.805,0.805,0.805,0.805,0.805,0.805,0.805,3696.0,5337.379,12095.872,0.75,0.101,0.805,0.015,0.038,0.053,0.8045977011494253,0.2268041237113402,6,1000.0
elasticsearch,junit,0.2,5432.0,87.0,1372.0,1372.0,72.0,1010.0,0.0,0.0,0.46,0.828,0.828,0.828,0.828,0.828,0.828,0.828,0.828,0.828,4116.0,5516.0,12235.504,0.762,0.106,0.828,0.018,0.03,0.048,0.8275862068965517,0.25257731958762886,6,1000.0
elasticsearch,junit,0.3,5432.0,87.0,2316.0,2316.0,74.0,2012.0,0.0,0.0,0.483,0.736,0.828,0.851,0.851,0.851,0.851,0.851,0.851,0.851,6948.0,7879.218,13178.479,0.775,0.094,0.851,0.052,0.022,0.074,0.8505747126436781,0.4263622974963181,6,1000.0
elasticsearch,junit,0.4,5432.0,87.0,1372.0,1372.0,70.0,1050.0,0.0,0.0,0.506,0.805,0.805,0.805,0.805,0.805,0.805,0.805,0.805,0.805,4116.0,5702.667,12235.876,0.749,0.091,0.805,0.018,0.038,0.056,0.8045977011494253,0.25257731958762886,6,1000.0
elasticsearch,junit,0.5,5432.0,87.0,1526.0,1526.0,72.0,1352.0,0.0,0.0,0.517,0.805,0.805,0.805,0.805,0.805,0.805,0.805,0.805,0.805,4578.0,5924.897,12389.523,0.767,0.093,0.828,0.023,0.03,0.052,0.8275862068965517,0.2809278350515464,6,1000.0
elasticsearch,junit,1.0,5432.0,87.0,1526.0,1526.0,70.0,1050.0,0.0,0.0,0.506,0.805,0.805,0.805,0.805,0.805,0.805,0.805,0.805,0.805,4578.0,6104.483,12389.881,0.749,0.108,0.805,0.023,0.038,0.061,0.8045977011494253,0.2809278350515464,6,1000.0
elasticsearch,mct,0.1,6091.0,23.0,6091.0,6091.0,23.0,5189.0,0.148,0.121,0.348,0.435,0.565,0.652,0.739,0.739,0.913,0.913,1.0,1.0,18273.0,18273.0,18273.0,0.688,0.013,1.0,0.661,0.0,0.661,1.0,1.0,6,1000.0
elasticsearch,mct,0.2,6091.0,23.0,1232.0,1232.0,14.0,684.0,0.0,0.0,0.565,0.609,0.609,0.609,0.609,0.609,0.609,0.609,0.609,0.609,3696.0,7498.696,13376.039,0.579,0.027,0.609,0.027,0.153,0.18,0.6086956521739131,0.2022656378263011,6,1000.0
elasticsearch,mct,0.3,6091.0,23.0,1105.0,1105.0,13.0,599.0,0.0,0.0,0.565,0.565,0.565,0.565,0.565,0.565,0.565,0.565,0.565,0.565,3315.0,7650.652,13267.523,0.542,0.023,0.565,0.022,0.189,0.211,0.5652173913043478,0.18141520275816778,6,1000.0
elasticsearch,mct,0.4,6091.0,23.0,1232.0,1232.0,14.0,737.0,0.0,0.0,0.435,0.609,0.609,0.609,0.609,0.609,0.609,0.609,0.609,0.609,3696.0,7498.696,13376.039,0.576,0.02,0.609,0.027,0.153,0.18,0.6086956521739131,0.2022656378263011,6,1000.0
elasticsearch,mct,0.5,6091.0,23.0,1372.0,1372.0,14.0,1013.0,0.0,0.0,0.522,0.609,0.609,0.609,0.609,0.609,0.609,0.609,0.609,0.609,4116.0,7809.13,13517.133,0.58,0.042,0.609,0.034,0.153,0.187,0.6086956521739131,0.22525036939747167,6,1000.0
elasticsearch,mct,1.0,6091.0,23.0,1105.0,1105.0,14.0,809.0,0.0,0.0,0.522,0.522,0.522,0.522,0.522,0.522,0.522,0.522,0.522,0.522,3315.0,7217.087,13248.047,0.584,0.026,0.609,0.022,0.153,0.175,0.6086956521739131,0.18141520275816778,6,1000.0
hazelcast,junit,0.1,5432.0,87.0,1105.0,1105.0,51.0,1014.0,0.0,0.0,0.471,0.586,0.586,0.586,0.586,0.586,0.586,0.586,0.586,0.586,3315.0,6895.966,11969.0,0.557,0.126,0.586,0.012,0.171,0.183,0.5862068965517241,0.2034241531664212,6,1000.0
hazelcast,junit,0.2,5432.0,87.0,4251.0,4251.0,87.0,3536.0,0.349,0.346,0.437,0.598,0.816,0.839,0.92,0.943,1.0,1.0,1.0,1.0,12753.0,12753.0,12753.0,0.831,0.181,1.0,0.175,0.0,0.175,1.0,0.7825846833578792,6,1000.0
hazelcast,junit,0.3,5432.0,87.0,1372.0,1372.0,69.0,1070.0,0.0,0.0,0.437,0.793,0.793,0.793,0.793,0.793,0.793,0.793,0.793,0.793,4116.0,5796.0,12235.938,0.732,0.142,0.793,0.018,0.043,0.061,0.7931034482758621,0.25257731958762886,6,1000.0
hazelcast,junit,0.4,5432.0,87.0,4251.0,4251.0,87.0,3631.0,0.332,0.421,0.379,0.575,0.701,0.874,0.897,0.954,1.0,1.0,1.0,1.0,12753.0,12753.0,12753.0,0.813,0.163,1.0,0.175,0.0,0.175,1.0,0.7825846833578792,6,1000.0
hazelcast,junit,0.5,5432.0,87.0,2566.0,2566.0,74.0,2284.0,0.0,0.0,0.471,0.609,0.782,0.816,0.816,0.816,0.816,0.816,0.816,0.816,7698.0,8554.506,13428.601,0.756,0.17,0.851,0.064,0.022,0.086,0.8505747126436781,0.4723858615611193,6,1000.0
hazelcast,junit,1.0,5432.0,87.0,4697.0,4697.0,87.0,3731.0,0.313,0.309,0.471,0.609,0.782,0.862,0.874,0.92,1.0,1.0,1.0,1.0,14091.0,14091.0,14091.0,0.814,0.135,1.0,0.214,0.0,0.214,1.0,0.8646907216494846,6,1000.0
hazelcast,mct,0.1,6091.0,23.0,1232.0,1232.0,10.0,866.0,0.0,0.0,0.391,0.435,0.435,0.435,0.435,0.435,0.435,0.435,0.435,0.435,3696.0,9188.783,13411.627,0.413,0.008,0.435,0.027,0.319,0.347,0.43478260869565216,0.2022656378263011,6,1000.0
hazelcast,mct,0.2,6091.0,23.0,5729.0,5729.0,23.0,4147.0,0.319,0.27,0.304,0.478,0.478,0.696,0.783,0.826,1.0,1.0,1.0,1.0,17187.0,17187.0,17187.0,0.704,0.012,1.0,0.585,0.0,0.585,1.0,0.940568051223116,6,1000.0
hazelcast,mct,0.3,6091.0,23.0,5729.0,5729.0,23.0,3479.0,0.429,0.38,0.261,0.391,0.565,0.652,0.913,1.0,1.0,1.0,1.0,1.0,17187.0,17187.0,17187.0,0.714,0.008,1.0,0.585,0.0,0.585,1.0,0.940568051223116,6,1000.0
hazelcast,mct,0.4,6091.0,23.0,1232.0,1232.0,11.0,991.0,0.0,0.0,0.435,0.478,0.478,0.478,0.478,0.478,0.478,0.478,0.478,0.478,3696.0,8766.261,13409.255,0.452,0.009,0.478,0.027,0.272,0.299,0.4782608695652174,0.2022656378263011,6,1000.0
hazelcast,mct,0.5,6091.0,23.0,1696.0,1696.0,12.0,854.0,0.0,0.0,0.391,0.522,0.522,0.522,0.522,0.522,0.522,0.522,0.522,0.522,5088.0,9291.913,13869.416,0.491,0.011,0.522,0.051,0.229,0.28,0.5217391304347826,0.2784436053193236,6,1000.0
hazelcast,mct,1.0,6091.0,23.0,6091.0,6091.0,23.0,4018.0,0.34,0.314,0.435,0.522,0.609,0.652,0.913,0.913,1.0,1.0,1.0,1.0,18273.0,18273.0,18273.0,0.761,0.018,1.0,0.661,0.0,0.661,1.0,1.0,6,1000.0
junit,mct,0.1,6091.0,23.0,3846.0,3846.0,16.0,2487.0,0.0,0.0,0.348,0.478,0.609,0.609,0.696,0.696,0.696,0.696,0.696,0.696,11538.0,12904.522,15957.844,0.59,0.093,0.696,0.264,0.093,0.356,0.6956521739130435,0.6314234115908718,6,1000.0
junit,mct,0.2,6091.0,23.0,6091.0,6091.0,23.0,5581.0,0.084,0.034,0.13,0.348,0.478,0.522,0.565,0.652,0.652,0.913,0.913,1.0,18273.0,18273.0,18273.0,0.571,0.014,1.0,0.661,0.0,0.661,1.0,1.0,6,1000.0
junit,mct,0.3,6091.0,23.0,3478.0,3478.0,14.0,2152.0,0.0,0.0,0.13,0.304,0.565,0.609,0.609,0.609,0.609,0.609,0.609,0.609,10434.0,12478.957,15639.586,0.502,0.007,0.609,0.216,0.153,0.369,0.6086956521739131,0.5710064028895091,6,1000.0
junit,mct,0.4,6091.0,23.0,1696.0,1696.0,13.0,1097.0,0.0,0.0,0.174,0.565,0.565,0.565,0.565,0.565,0.565,0.565,0.565,0.565,5088.0,8909.739,13860.832,0.511,0.007,0.565,0.051,0.189,0.24,0.5652173913043478,0.2784436053193236,6,1000.0
junit,mct,0.5,6091.0,23.0,3478.0,3478.0,13.0,1932.0,0.0,0.0,0.217,0.478,0.522,0.565,0.565,0.565,0.565,0.565,0.565,0.565,10434.0,12706.174,15649.793,0.493,0.005,0.565,0.216,0.189,0.405,0.5652173913043478,0.5710064028895091,6,1000.0
junit,mct,1.0,6091.0,23.0,1105.0,1105.0,4.0,358.0,0.0,0.0,0.174,0.174,0.174,0.174,0.174,0.174,0.174,0.174,0.174,0.174,3315.0,11552.739,13286.962,0.168,0.002,0.174,0.022,0.682,0.704,0.17391304347826086,0.18141520275816778,6,1000.0
