ID,Line,Column,EndLine,EndColumn,CC,CCL,CCO,CI,CLC,CLLC,LDC,LLDC,LCOM5,NL,NLE,WMC,CBO,CBOI,NII,NOI,RFC,AD,CD,CLOC,DLOC,PDA,PUA,TCD,TCLOC,DIT,NOA,NOC,NOD,NOP,LLOC,LOC,NA,NG,NLA,NLG,NLM,NLPA,NLPM,NLS,NM,NOS,NPA,NPM,NS,TLLOC,TLOC,TNA,TNG,TNLA,TNLG,TNLM,TNLPA,TNLPM,TNLS,TNM,TNOS,TNPA,TNPM,TNS,WarningBlocker,WarningCritical,WarningInfo,WarningMajor,WarningMinor,Android Rules,Basic Rules,Brace Rules,Clone Implementation Rules,Clone Metric Rules,Code Size Rules,Cohesion Metric Rules,Comment Rules,Complexity Metric Rules,Controversial Rules,Coupling Metric Rules,Coupling Rules,Design Rules,Documentation Metric Rules,Empty Code Rules,Finalizer Rules,Import Statement Rules,Inheritance Metric Rules,J2EE Rules,JUnit Rules,Jakarta Commons Logging Rules,Java Logging Rules,JavaBean Rules,MigratingToJUnit4 Rules,Migration Rules,Migration13 Rules,Migration14 Rules,Migration15 Rules,Naming Rules,Optimization Rules,Security Code Guideline Rules,Size Metric Rules,Strict Exception Rules,String and StringBuffer Rules,Type Resolution Rules,Unnecessary and Unused Code Rules,Vulnerability Rules,Number of bugs
L891,13,1,75,2,0.32948,1,7,1,0.190476,0.272727,12,12,1,2,2,16,0,21,37,0,5,0.5,0.290323,18,18,3,3,0.290323,18,0,0,0,0,0,44,63,2,2,2,2,5,0,5,0,5,28,0,5,0,44,63,2,2,2,2,5,0,5,0,5,28,0,5,0,0,0,18,0,15,0,0,14,0,11,0,0,0,0,0,0,0,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L936,10,1,42,2,0,0,0,0,0,0,0,0,0,0,0,3,2,6,7,2,5,1,625,20,20,4,0,625,20,2,3,0,0,2,12,33,3,0,1,0,3,0,3,0,9,3,0,9,0,12,33,3,0,1,0,3,0,3,0,9,3,0,9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L1252,11,1,43,2,0,0,0,0,0,0,0,0,0,0,0,3,1,14,35,2,5,1,0.636364,21,21,4,0,0.636364,21,1,1,1,1,1,12,33,2,0,1,0,3,0,3,0,6,3,0,6,0,12,33,2,0,1,0,3,0,3,0,6,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L864,11,1,46,2,0,0,0,0,0,0,0,0,0,0,0,3,0,87,4,0,3,1,0.647059,22,22,4,0,0.647059,22,0,0,2,4,0,12,36,1,0,1,0,3,0,3,0,3,3,0,3,0,12,36,1,0,1,0,3,0,3,0,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L3149,11,1,43,2,0,0,0,0,0,0,0,0,0,0,0,3,2,1,2,2,5,1,0.636364,21,21,4,0,0.636364,21,2,3,0,0,2,12,33,3,0,1,0,3,0,3,0,9,3,0,9,0,12,33,3,0,1,0,3,0,3,0,9,3,0,9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L874,14,1,46,2,0,0,0,0,0,0,0,0,0,0,0,3,1,12,27,2,5,1,0.666667,24,24,4,0,0.666667,24,1,1,1,1,1,12,33,2,0,1,0,3,0,3,0,6,3,0,6,0,12,33,2,0,1,0,3,0,3,0,6,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L4176,5,1,27,2,0,0,0,0,0,0,0,0,1,2,1,6,0,1,4,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,18,23,2,0,2,0,3,2,3,0,3,9,2,3,0,18,23,2,0,2,0,3,2,3,0,3,9,2,3,0,0,0,13,0,4,0,0,3,0,0,0,0,0,0,0,0,0,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0
L1287,21,1,460,2,0.039916,1,1,1,0.0227273,0.0294985,10,10,2,3,3,59,16,8,0,31,63,0.030303,0.100529,38,24,1,32,0.100529,38,0,0,8,8,0,340,440,7,3,7,3,32,3,32,1,32,248,3,32,1,340,440,7,3,7,3,32,3,32,1,32,248,3,32,1,0,0,82,21,54,0,0,6,0,8,0,1,0,0,2,1,0,5,63,0,0,1,0,0,47,0,1,0,0,0,0,0,0,0,0,0,9,0,4,8,1,0,0
L4341,11,1,61,2,0,0,0,0,0,0,0,0,1,1,1,9,6,1,8,3,9,0,0,0,0,0,7,0,0,0,0,0,0,0,45,51,0,0,0,0,6,0,6,0,6,27,0,6,0,45,51,0,0,0,0,6,0,6,0,6,27,0,6,0,0,0,15,2,3,0,0,2,0,0,0,0,0,0,0,0,0,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
L4169,20,1,230,2,0.0882695,1,1,1,0.0473934,0.0564972,10,10,2,2,2,35,10,1,0,24,45,0,0.00558659,1,0,0,22,0.00558659,1,0,0,1,1,0,178,211,6,0,6,0,21,0,21,1,21,119,0,21,1,178,211,6,0,6,0,21,0,21,1,21,119,0,21,1,0,0,55,10,26,0,0,6,0,8,0,1,0,0,0,0,0,7,43,0,0,1,0,0,18,0,1,0,0,0,0,0,0,0,0,0,3,0,2,0,1,0,0
L4431,17,1,78,2,0,0,0,0,0,0,0,0,4,2,2,15,6,2,16,8,17,0,0,0,0,0,10,0,0,0,0,0,0,0,51,62,3,4,3,4,9,2,9,0,9,33,2,9,0,51,62,3,4,3,4,9,2,9,0,9,33,2,9,0,0,0,26,0,6,0,0,1,0,0,0,1,0,0,0,0,0,2,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0
L1309,15,1,278,2,0,0,0,0,0,0,0,0,1,2,2,29,11,6,0,11,30,0,0.153488,33,0,0,17,0.153488,33,0,0,6,6,0,182,264,16,0,16,0,19,8,16,1,19,105,8,16,1,182,264,16,0,16,0,19,8,16,1,19,105,8,16,1,0,0,46,10,17,0,0,2,0,0,0,0,0,0,0,1,0,5,37,0,0,0,0,0,19,0,0,0,0,0,0,0,0,1,0,0,8,0,0,0,0,0,0
L1326,26,1,361,2,0,0,0,0,0,0,0,0,2,6,6,52,8,6,0,15,27,0.0769231,0.090535,22,20,1,12,0.090535,22,0,0,6,6,0,221,336,8,0,8,0,12,3,12,1,12,168,3,12,1,221,336,8,0,8,0,12,3,12,1,12,168,3,12,1,0,0,37,0,25,0,0,8,0,0,0,1,0,6,3,0,0,2,25,0,0,0,0,0,11,0,1,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0
L10515,19,1,280,2,0,0,0,0,0,0,0,0,1,3,3,13,9,7,7,17,22,0.333333,0.216216,24,21,2,4,0.165179,37,1,1,7,7,1,87,139,11,0,8,0,5,0,5,1,22,60,3,22,2,187,262,26,0,23,0,14,0,12,1,33,105,3,31,2,0,0,43,9,7,0,0,4,0,0,0,0,0,0,0,0,0,2,37,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,6,4,0,4,0,0,0
L10528,26,1,343,2,0.160673,1,6,2,0.100629,112,32,28,2,2,2,24,12,7,5,19,29,0,0.0252101,3,0,0,7,0.0232558,6,1,1,4,4,1,116,152,10,1,7,1,10,0,6,0,27,83,3,23,1,252,318,15,1,12,1,23,0,12,0,46,174,3,30,1,0,0,97,8,36,0,0,12,0,27,0,3,0,0,3,2,0,8,61,0,0,0,0,0,3,0,7,0,0,0,0,0,0,3,2,0,4,0,1,5,0,0,0
L10539,24,1,729,2,0.0986948,1,4,2,0.0283286,0.0340715,20,20,3,3,2,58,19,7,7,100,115,0.25,0.0297521,18,6,4,12,0.0297521,18,1,1,7,7,1,587,706,4,0,1,0,15,0,15,0,32,540,3,32,1,587,706,4,0,1,0,15,0,15,0,32,540,3,32,1,0,16,62,24,260,0,16,8,0,9,0,1,0,0,1,10,0,4,31,16,0,65,0,0,185,0,1,0,0,0,0,0,0,0,0,0,11,0,11,0,9,0,0
L10793,11,1,123,2,0,0,0,0,0,0,0,0,2,1,1,24,10,6,22,23,40,0,0,0,0,0,18,0,0,0,0,3,21,0,92,113,3,0,3,0,17,3,17,1,17,38,3,17,1,92,113,3,0,3,0,17,3,17,1,17,38,3,17,1,0,0,43,1,9,0,0,6,0,0,0,1,0,0,0,0,0,4,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0
L11912,15,1,43,2,0,0,0,0,0,0,0,0,3,0,0,4,7,0,0,6,10,0.2,0.12,3,3,1,4,0.12,3,1,1,0,0,1,22,29,1,0,1,0,4,1,4,0,20,6,1,20,0,22,29,1,0,1,0,4,1,4,0,20,6,1,20,0,0,0,16,0,4,0,0,0,0,0,0,1,0,0,0,0,0,3,11,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0
L11928,14,1,41,2,0,0,0,0,0,0,0,0,4,0,0,4,6,0,0,4,8,0.2,0.208333,5,3,1,4,0.208333,5,1,1,0,0,1,19,28,0,0,0,0,4,0,4,0,20,4,0,20,0,19,28,0,0,0,0,4,0,4,0,20,4,0,20,0,0,0,8,0,3,0,0,0,0,0,0,1,0,0,0,0,0,1,7,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L11935,21,1,129,2,0,0,0,0,0,0,0,0,1,3,3,16,3,0,0,3,14,0.25,0.184783,17,17,3,9,0.184783,17,0,0,0,0,0,75,109,1,0,1,0,11,0,11,0,11,43,0,11,0,75,109,1,0,1,0,11,0,11,0,11,43,0,11,0,0,0,21,21,6,0,0,2,0,0,0,0,0,0,0,0,0,1,21,0,0,0,0,0,8,0,3,0,0,0,0,0,0,0,1,0,0,2,0,10,0,0,0
L11972,17,1,48,2,0,0,0,0,0,0,0,0,4,1,1,5,7,0,0,5,9,0.2,0.142857,4,3,1,4,0.142857,4,1,1,0,0,1,24,32,1,0,1,0,4,0,4,0,20,7,0,20,0,24,32,1,0,1,0,4,0,4,0,20,7,0,20,0,0,0,10,0,3,0,0,0,0,0,0,1,0,0,0,0,0,1,9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
L11913,22,1,141,2,0,0,0,0,0,0,0,0,2,2,2,22,6,3,0,8,24,0.117647,0.133333,14,8,2,15,0.133333,14,0,0,3,3,0,91,120,0,0,0,0,16,0,16,0,16,50,0,16,0,91,120,0,0,0,0,16,0,16,0,16,50,0,16,0,0,0,33,25,7,0,0,2,0,0,0,1,0,0,0,0,0,1,31,0,0,0,0,0,12,0,3,0,0,0,0,0,0,0,0,0,1,2,0,12,0,0,0
L12020,13,1,58,2,0,0,0,0,0,0,0,0,1,5,5,8,0,0,0,0,3,0.25,0.0697674,3,3,1,3,0.0697674,3,0,0,0,0,0,40,46,1,0,1,0,3,0,3,0,3,28,0,3,0,40,46,1,0,1,0,3,0,3,0,3,28,0,3,0,0,0,11,1,1,0,0,0,0,0,0,0,0,2,0,0,0,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
L11997,10,1,30,2,0,0,0,0,0,0,0,0,1,0,0,2,0,1,1,0,2,0.333333,0.157895,3,3,1,2,0.157895,3,0,0,0,0,0,16,21,0,0,0,0,2,0,2,0,2,10,0,2,0,16,21,0,0,0,0,2,0,2,0,2,10,0,2,0,0,0,7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
L11991,14,1,37,2,0,0,0,0,0,0,0,0,1,0,0,2,2,1,1,7,9,0.333333,0.2,4,3,1,2,0.2,4,0,0,0,0,0,16,24,0,0,0,0,2,0,2,0,2,9,0,2,0,16,24,0,0,0,0,2,0,2,0,2,9,0,2,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L12071,16,1,45,2,0,0,0,0,0,0,0,0,1,1,1,3,1,0,0,0,2,0,0,0,0,0,3,0,0,0,0,0,0,0,26,30,1,0,1,0,2,0,2,0,2,7,0,2,0,26,30,1,0,1,0,2,0,2,0,2,7,0,2,0,0,0,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
L12084,3,1,46,2,0,0,0,0,0,0,0,0,1,1,1,7,0,2,2,0,6,0,0,0,0,0,5,0,0,0,0,0,0,0,34,44,2,1,2,1,6,0,4,0,6,16,0,4,0,34,44,2,1,2,1,6,0,4,0,6,16,0,4,0,0,0,15,3,7,0,0,0,0,0,0,0,0,0,3,0,0,4,15,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
L12100,20,1,175,2,0,0,0,0,0,0,0,0,5,2,2,15,2,0,0,4,12,0.5,0.207547,22,19,3,3,0.166667,22,0,0,0,0,0,84,130,10,2,10,2,8,8,5,0,8,49,8,5,0,110,156,10,2,10,2,17,8,14,0,17,63,8,14,0,0,0,64,7,16,0,0,4,0,0,0,1,0,0,2,0,0,6,57,0,0,0,0,0,0,0,5,0,0,0,0,0,0,2,0,0,6,2,0,0,2,0,0
L10726,3,1,40,2,0,0,0,0,0,0,0,0,1,1,1,9,0,2,3,0,7,0,0,0,0,0,8,0,0,0,0,0,0,0,28,38,2,3,2,3,7,0,7,0,7,12,0,7,0,28,38,2,3,2,3,7,0,7,0,7,12,0,7,0,0,1,17,0,4,0,0,3,0,0,0,0,0,0,0,0,0,2,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L12199,9,1,112,2,0.595238,2,8,4,0.442308,0.542857,46,38,2,1,1,17,0,9,11,0,9,0.2,0.23913,22,14,2,8,0.23913,22,0,0,0,0,0,70,104,3,0,3,0,9,0,9,0,9,50,0,9,0,70,104,3,0,3,0,9,0,9,0,9,50,0,9,0,0,0,45,1,11,0,0,6,0,27,0,1,0,0,0,0,0,0,17,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
L819,29,1,271,2,0.184679,3,6,3,0.135802,0.157576,33,26,3,3,3,28,14,1,1,17,28,0,0.199029,41,0,0,11,0.199029,41,4,7,0,0,2,165,243,9,2,8,2,11,0,10,0,11,70,1,10,0,165,243,9,2,8,2,11,0,10,0,11,70,1,10,0,0,0,50,1,6,0,0,0,0,20,0,1,0,0,0,2,0,3,21,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0
L1010,47,1,456,2,0.0656799,3,3,3,0.0585366,0.0754717,24,20,2,4,4,35,19,8,6,16,34,0,0.199396,66,63,0,9,0.199396,66,2,2,0,0,1,265,410,34,5,31,5,18,14,8,1,18,105,17,8,1,265,410,34,5,31,5,18,14,8,1,18,105,17,8,1,0,0,58,3,2,0,0,0,0,9,0,1,0,2,0,1,0,1,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,8,2,0,1,0,0,0
L931,5,1,10,2,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,1,2,0,0,0,0,0,2,0,0,2,2,0,0,1,5,6,6,0,0,0,1,0,1,0,11,1,1,9,0,5,6,6,0,0,0,1,0,1,0,11,1,1,9,0,0,0,7,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
L1286,12,1,31,2,0,0,0,0,0,0,0,0,2,0,0,3,6,0,0,4,7,0,0,0,0,0,4,0,0,1,1,0,0,1,15,20,8,3,1,0,3,1,3,0,34,3,4,34,1,15,20,8,3,1,0,3,1,3,0,34,3,4,34,1,0,0,14,0,3,0,0,0,0,0,0,1,0,0,0,0,0,2,9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0
L1308,15,1,38,2,0,0,0,0,0,0,0,0,2,0,0,3,7,0,0,4,7,0,0,0,0,0,4,0,0,1,1,0,0,1,19,24,17,0,1,0,3,1,3,0,21,7,9,18,1,19,24,17,0,1,0,3,1,3,0,21,7,9,18,1,0,0,15,0,3,0,0,0,0,0,0,1,0,0,0,0,0,2,9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0
L1325,12,1,30,2,0,0,0,0,0,0,0,0,2,0,0,3,6,0,0,4,7,0,0,0,0,0,4,0,0,1,1,0,0,1,15,19,9,0,1,0,3,1,3,0,14,3,4,14,1,15,19,9,0,1,0,3,1,3,0,14,3,4,14,1,0,0,14,0,3,0,0,0,0,0,0,1,0,0,0,0,0,2,9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0
L1337,12,1,24,2,0,0,0,0,0,0,0,0,2,0,0,2,6,0,0,3,5,0,0,0,0,0,3,0,0,1,1,0,0,1,10,13,7,3,0,0,2,0,2,0,33,2,3,33,1,10,13,7,3,0,0,2,0,2,0,33,2,3,33,1,0,0,10,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
L1345,14,1,30,2,0,0,0,0,0,0,0,0,2,0,0,2,7,0,0,3,5,0,0,0,0,0,3,0,0,1,1,0,0,1,14,17,16,0,0,0,2,0,2,0,20,6,8,17,1,14,17,16,0,0,0,2,0,2,0,20,6,8,17,1,0,0,11,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
L1350,12,1,23,2,0,0,0,0,0,0,0,0,2,0,0,2,6,0,0,3,5,0,0,0,0,0,3,0,0,1,1,0,0,1,10,12,8,0,0,0,2,0,2,0,13,2,3,13,1,10,12,8,0,0,0,2,0,2,0,13,2,3,13,1,0,0,10,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
L1746,18,1,90,2,0,0,0,0,0,0,0,0,1,2,2,6,1,12,12,0,1,0.5,0.2,8,6,1,1,0.238095,15,0,0,0,0,0,32,54,4,0,4,0,1,0,1,0,1,14,0,1,0,48,73,5,0,5,0,3,0,3,0,3,18,0,3,0,0,0,13,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0
L1816,37,1,424,2,0.154561,5,13,5,0.139175,0.144928,54,40,4,3,3,66,16,1,1,19,37,0.0833333,0.132492,42,9,1,11,0.132075,42,4,7,0,0,2,275,387,9,3,8,3,18,0,11,0,18,149,1,11,0,276,388,11,3,10,3,18,2,11,0,18,149,3,11,0,0,0,71,5,48,0,0,39,0,27,0,1,0,0,0,2,0,7,33,0,0,4,2,0,0,0,0,0,0,0,0,0,0,1,0,0,6,0,0,1,1,0,0
L1965,28,1,266,2,0.128049,2,2,2,0.108787,0.134969,26,22,2,2,1,23,17,4,2,11,22,0,0.128342,24,20,0,9,0.128342,24,2,2,0,0,1,163,239,19,2,16,2,11,3,8,1,11,66,6,8,1,163,239,19,2,16,2,11,3,8,1,11,66,6,8,1,0,2,48,1,12,0,0,4,0,14,0,1,0,0,0,1,0,10,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7,0,0,0,0,0,0
L1886,5,1,9,2,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,1,2,0,0,0,0,0,1,0,0,2,2,0,0,1,5,5,6,0,0,0,1,0,0,0,11,1,1,8,0,5,5,6,0,0,0,1,0,0,0,11,1,1,8,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
L2051,11,1,19,2,0,0,0,0,0,0,0,0,1,0,0,1,1,3,3,0,1,0.5,0.333333,3,3,1,1,0.333333,3,0,0,0,0,0,6,9,1,0,1,0,1,0,1,0,1,1,0,1,0,6,9,1,0,1,0,1,0,1,0,1,1,0,1,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
L2056,47,1,406,2,0.25165,6,19,7,0.213889,0.237736,77,63,3,4,3,50,19,1,1,20,34,0.153846,0.167192,53,31,2,11,0.166667,53,4,7,0,0,2,264,359,8,3,7,3,14,0,12,0,14,155,1,12,0,265,360,10,3,9,3,14,2,12,0,14,155,3,12,0,0,0,79,7,22,0,0,16,0,39,0,1,0,2,0,2,0,7,27,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,6,5,0,0,0,0,0
L2185,40,1,413,2,0.11011,4,4,4,0.0989305,0.125523,37,30,2,3,3,34,19,13,9,20,32,0.2,0.20598,62,54,2,8,0.20598,62,2,2,0,0,1,239,374,32,2,29,2,12,14,9,1,12,110,17,9,1,239,374,32,2,29,2,12,14,9,1,12,110,17,9,1,0,2,50,2,13,0,1,4,0,15,0,1,0,0,0,1,0,9,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,8,1,0,0,0,0,0
