ID,Line,Column,EndLine,EndColumn,CC,CCL,CCO,CI,CLC,CLLC,LDC,LLDC,LCOM5,NL,NLE,WMC,CBO,CBOI,NII,NOI,RFC,AD,CD,CLOC,DLOC,PDA,PUA,TCD,TCLOC,DIT,NOA,NOC,NOD,NOP,LLOC,LOC,NA,NG,NLA,NLG,NLM,NLPA,NLPM,NLS,NM,NOS,NPA,NPM,NS,TLLOC,TLOC,TNA,TNG,TNLA,TNLG,TNLM,TNLPA,TNLPM,TNLS,TNM,TNOS,TNPA,TNPM,TNS,WarningBlocker,WarningCritical,WarningInfo,WarningMajor,WarningMinor,Android Rules,Basic Rules,Brace Rules,Clone Implementation Rules,Clone Metric Rules,Code Size Rules,Cohesion Metric Rules,Comment Rules,Complexity Metric Rules,Controversial Rules,Coupling Metric Rules,Coupling Rules,Design Rules,Documentation Metric Rules,Empty Code Rules,Finalizer Rules,Import Statement Rules,Inheritance Metric Rules,J2EE Rules,JUnit Rules,Jakarta Commons Logging Rules,Java Logging Rules,JavaBean Rules,MigratingToJUnit4 Rules,Migration Rules,Migration13 Rules,Migration14 Rules,Migration15 Rules,Naming Rules,Optimization Rules,Security Code Guideline Rules,Size Metric Rules,Strict Exception Rules,String and StringBuffer Rules,Type Resolution Rules,Unnecessary and Unused Code Rules,Vulnerability Rules,Number of bugs
L13801,101,1,378,2,0.23187,5,13,5,0.241007,0.291667,67,63,1,3,3,35,15,1,1,19,33,0.5,0.171875,44,35,3,3,0.169231,44,0,0,0,0,0,212,274,7,0,7,0,14,0,5,0,14,136,0,5,0,216,278,7,0,7,0,15,0,6,0,15,137,0,6,0,0,0,81,1,3,0,0,0,0,46,0,0,0,0,0,2,0,2,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,2
L443,27,1,56,2,0,0,0,0,0,0,0,0,1,1,1,6,1,2,0,2,4,0.5,0.21875,7,6,1,1,0.21875,7,0,0,0,0,0,25,30,1,0,1,0,2,0,1,0,2,13,0,1,0,25,30,1,0,1,0,2,0,1,0,2,13,0,1,0,0,0,7,1,2,0,0,0,0,0,0,0,0,0,1,0,0,1,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L468,27,1,49,2,0,0,0,0,0,0,0,0,1,1,1,3,1,4,5,1,3,1,0.416667,10,10,2,0,0.416667,10,0,0,0,0,0,14,23,1,0,1,0,2,0,1,0,2,8,0,1,0,14,23,1,0,1,0,2,0,1,0,2,8,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L749,25,1,76,2,0,0,0,0,0,0,0,0,1,1,1,12,0,7,32,0,6,0.571429,0.346939,17,17,4,3,0.346939,17,0,0,0,0,0,32,52,2,2,2,2,6,0,6,0,6,10,0,6,0,32,52,2,2,2,2,6,0,6,0,6,10,0,6,0,0,0,7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L777,24,1,34,2,0,0,0,0,0,0,0,0,0,0,0,2,0,9,6,0,2,0.333333,0.428571,6,6,1,2,0.428571,6,0,0,0,0,0,8,11,0,0,0,0,2,0,2,0,2,2,0,2,0,8,11,0,0,0,0,2,0,2,0,2,2,0,2,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L788,24,1,36,2,0,0,0,0,0,0,0,0,0,0,0,3,0,7,2,0,3,0.25,0.4,6,6,1,3,0.4,6,0,0,0,0,0,9,13,0,0,0,0,3,0,3,0,3,2,0,3,0,9,13,0,0,0,0,3,0,3,0,3,2,0,3,0,0,0,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L798,23,1,24,2,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,1,0.714286,5,5,1,0,0.714286,5,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L447,27,1,74,2,0,0,0,0,0,0,0,0,1,1,1,10,0,28,32,0,8,0.111111,0.116279,5,5,1,8,0.116279,5,0,0,0,0,0,38,48,2,2,2,2,8,0,8,0,8,14,0,8,0,38,48,2,2,2,2,8,0,8,0,8,14,0,8,0,0,0,19,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,19,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L1085,34,1,113,2,0,0,0,0,0,0,0,0,1,1,1,10,2,22,35,4,11,625,0.402597,31,31,5,3,0.402597,31,0,0,0,0,0,46,80,3,2,3,2,7,0,7,0,7,22,0,7,0,46,80,3,2,3,2,7,0,7,0,7,22,0,7,0,0,0,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
L1149,50,1,164,2,0,0,0,0,0,0,0,0,2,5,5,17,2,9,17,4,10,1,0.336364,37,36,6,0,0.336364,37,0,0,0,0,0,73,115,0,0,0,0,6,0,5,0,6,40,0,5,0,73,115,0,0,0,0,6,0,5,0,6,40,0,5,0,0,0,6,0,2,0,0,0,0,0,0,1,0,3,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
L1216,27,1,47,2,0,0,0,0,0,0,0,0,1,0,0,2,3,0,0,2,4,0.333333,0.217391,5,5,1,2,0.217391,5,1,1,0,0,1,18,21,3,2,0,0,2,0,2,0,18,10,0,8,2,18,21,3,2,0,0,2,0,2,0,18,10,0,8,2,0,0,7,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L1225,27,1,42,2,0,0,0,0,0,0,0,0,2,0,0,2,2,0,0,2,4,0.333333,0.277778,5,5,1,2,0.277778,5,1,1,0,0,1,13,16,3,2,0,0,2,0,2,0,18,5,0,8,2,13,16,3,2,0,0,2,0,2,0,18,5,0,8,2,0,0,6,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L1231,28,1,62,2,0,0,0,0,0,0,0,0,2,0,0,5,3,0,0,8,13,0.166667,0.176471,6,5,1,5,0.176471,6,1,1,0,0,1,28,35,3,2,0,0,5,0,5,0,21,11,0,11,2,28,35,3,2,0,0,5,0,5,0,21,11,0,11,2,0,0,14,1,7,0,0,0,0,0,0,1,0,0,0,0,0,0,13,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
L1245,34,1,100,2,0.6375,1,3,3,0.492537,0.559322,33,33,1,1,1,7,3,0,0,6,12,0.166667,0.078125,5,5,1,5,0.078125,5,1,1,0,0,1,59,67,3,2,0,0,6,0,5,0,22,41,0,11,2,59,67,3,2,0,0,6,0,5,0,22,41,0,11,2,0,0,38,0,29,0,0,0,0,23,0,0,0,0,0,0,0,0,15,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L1301,37,1,89,2,0.484076,1,2,1,0.283019,0.289474,15,11,1,1,1,7,6,6,53,10,15,0.333333,0.116279,5,5,1,2,0.116279,5,1,1,6,6,1,38,53,6,5,3,3,5,0,2,1,21,18,0,8,3,38,53,6,5,3,3,5,0,2,1,21,18,0,8,3,0,0,24,0,3,0,0,0,0,11,0,0,0,0,2,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
L1353,29,1,42,2,0,0,0,0,0,0,0,0,1,0,0,2,3,0,0,3,5,0.5,0.3125,5,5,1,1,0.3125,5,2,2,0,0,1,11,14,6,5,0,1,2,0,1,0,22,3,0,9,3,11,14,6,5,0,1,2,0,1,0,22,3,0,9,3,0,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
L1362,34,1,55,2,0,0,0,0,0,0,0,0,1,0,0,2,4,0,0,5,7,0.5,0.291667,7,6,1,1,0.291667,7,2,2,0,0,1,17,22,7,5,1,1,2,0,1,0,22,8,0,9,3,17,22,7,5,1,1,2,0,1,0,22,8,0,9,3,0,0,5,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
L1370,50,1,210,2,0,0,0,0,0,0,0,0,1,3,3,8,6,2,1,5,9,0.4,0.111111,10,10,2,3,0.0666667,10,0,0,0,0,0,80,101,5,1,5,1,4,0,4,0,4,59,0,4,0,140,161,5,1,5,1,5,0,5,0,5,114,0,5,0,0,1,20,2,3,0,1,0,0,0,0,0,0,3,0,1,0,0,16,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0
L1470,33,1,55,2,0,0,0,0,0,0,0,0,1,1,1,3,3,0,0,7,9,0.5,0.285714,8,8,1,1,0.285714,8,2,2,0,0,1,20,23,6,5,0,1,2,0,1,0,22,13,0,9,3,20,23,6,5,0,1,2,0,1,0,22,13,0,9,3,0,0,5,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
L1485,39,1,401,2,0.841975,15,27,17,0.785124,0.801527,285,210,1,1,1,31,6,0,0,21,45,0.0416667,0.0642857,18,6,1,23,0.0642857,18,2,2,0,0,1,262,363,7,5,1,1,24,0,23,0,44,168,0,31,3,262,363,7,5,1,1,24,0,23,0,44,168,0,31,3,0,0,155,24,90,0,0,0,0,102,0,0,0,0,0,0,0,0,51,0,0,0,0,0,89,0,0,0,0,0,0,0,0,1,0,0,2,0,1,23,0,0,0
L1544,40,1,402,2,0.841975,15,27,17,0.785124,0.801527,285,210,1,1,1,31,6,0,0,21,45,0.0416667,0.0676157,19,7,1,23,0.0676157,19,2,2,0,0,1,262,363,7,5,1,1,24,0,23,0,44,168,0,31,3,262,363,7,5,1,1,24,0,23,0,44,168,0,31,3,0,0,155,25,90,0,0,0,0,102,0,0,0,0,0,0,0,0,51,0,0,0,0,0,89,0,0,0,0,0,0,0,0,1,0,0,2,0,2,23,0,0,0
L1575,35,1,83,2,0,0,0,0,0,0,0,0,1,0,0,5,4,0,0,9,14,0.2,0.142857,7,7,1,4,0.142857,7,2,2,0,0,1,42,49,8,5,2,1,5,0,4,0,25,23,0,12,3,42,49,8,5,2,1,5,0,4,0,25,23,0,12,3,0,0,13,4,11,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,10,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,0
L1589,187,1,410,2,0,0,0,0,0,0,0,0,1,4,4,36,37,1,0,44,54,1,0.399371,127,120,1,0,0.399371,127,2,2,0,0,1,191,224,13,7,1,3,10,0,0,0,31,125,0,2,0,191,224,13,7,1,3,10,0,0,0,31,125,0,2,0,0,0,25,0,3,0,0,0,0,0,0,0,0,2,0,3,0,2,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
L1756,20,1,32,2,0,0,0,0,0,0,0,0,1,0,0,2,2,14,15,2,4,0,0,0,0,0,1,0,0,2,2,9,20,1,10,13,6,6,0,1,2,0,0,0,28,2,1,4,0,10,13,6,6,0,1,2,0,0,0,28,2,1,4,0,0,0,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
L1682,22,1,60,2,0,0,0,0,0,0,0,0,1,0,0,4,1,3,3,5,9,0,0,0,0,0,5,0,0,1,1,0,0,1,33,39,5,4,1,0,4,0,4,0,10,7,0,9,0,33,39,5,4,1,0,4,0,4,0,10,7,0,9,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
L1793,47,1,119,2,0,0,0,0,0,0,0,0,2,2,2,11,6,3,3,11,15,0.333333,0.102941,7,6,1,2,0.102941,7,0,0,0,0,0,61,73,2,0,2,0,4,0,2,0,4,29,0,2,0,61,73,2,0,2,0,4,0,2,0,4,29,0,2,0,0,0,12,0,3,0,0,0,0,0,0,1,0,0,0,0,0,2,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
L1848,27,1,55,2,0,0,0,0,0,0,0,0,1,2,2,5,4,4,4,7,10,0,0,0,0,0,3,0,0,0,0,0,0,0,23,29,2,1,2,1,3,1,2,0,3,11,1,2,0,23,29,2,1,2,1,3,1,2,0,3,11,1,2,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0
L3489,32,1,85,2,0,0,0,0,0,0,0,0,1,1,1,9,6,2,0,2,7,1,0.396226,21,21,6,0,0.396226,21,1,1,2,2,1,32,54,0,4,0,4,5,0,5,0,5,13,0,5,0,32,54,0,4,0,4,5,0,5,0,5,13,0,5,0,0,0,2,4,1,0,0,0,0,0,0,0,0,0,0,0,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L3805,32,1,81,2,0,0,0,0,0,0,0,0,2,2,2,7,5,1,1,7,11,0.5,0.163265,8,8,2,2,0.163265,8,0,0,0,0,0,41,50,4,0,4,0,4,0,3,0,4,19,0,3,0,41,50,4,0,4,0,4,0,3,0,4,19,0,3,0,0,0,10,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L3824,38,1,120,2,0,0,0,0,0,0,0,0,2,3,3,13,6,1,2,9,13,0.5,0.135802,11,11,2,2,0.135802,11,0,0,0,0,0,70,83,7,0,7,0,4,0,3,0,4,41,0,3,0,70,83,7,0,7,0,4,0,3,0,4,41,0,3,0,0,0,11,2,2,0,0,0,0,0,0,1,0,0,0,0,0,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0,0,0,0,0,0
L3851,33,1,65,2,0,0,0,0,0,0,0,0,1,2,2,7,1,2,1,2,5,0.25,0.243243,9,9,1,3,0.243243,9,1,1,0,0,1,28,33,1,0,1,0,3,0,3,0,3,13,0,3,0,28,33,1,0,1,0,3,0,3,0,3,13,0,3,0,0,0,9,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L3872,33,1,67,2,0,0,0,0,0,0,0,0,1,2,2,7,1,2,1,2,5,0.5,0.307692,12,12,2,2,0.307692,12,1,1,0,0,1,27,35,1,0,1,0,3,0,3,0,3,12,0,3,0,27,35,1,0,1,0,3,0,3,0,3,12,0,3,0,0,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L3517,36,1,118,2,0.302632,1,6,2,0.26506,0.297297,22,22,1,2,2,19,7,2,5,6,13,0.142857,0.108434,9,9,1,6,0.108434,9,2,2,0,0,1,74,83,1,8,1,4,7,0,6,0,12,41,0,11,0,74,83,1,8,1,4,7,0,6,0,12,41,0,11,0,0,0,34,1,2,0,0,0,0,17,0,0,0,0,0,0,0,2,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
L3921,33,1,75,2,0,0,0,0,0,0,0,0,2,1,1,5,4,1,1,6,10,0.5,0.244444,11,11,2,2,0.244444,11,0,0,0,0,0,34,43,4,0,4,0,4,0,3,0,4,15,0,3,0,34,43,4,0,4,0,4,0,3,0,4,15,0,3,0,0,0,10,1,2,0,0,0,0,0,0,1,0,0,0,0,0,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
L3937,40,1,116,2,0,0,0,0,0,0,0,0,2,2,2,11,7,2,2,9,13,0.5,0.148649,11,11,2,2,0.148649,11,0,0,0,0,0,63,77,6,0,6,0,4,0,3,0,4,33,0,3,0,63,77,6,0,6,0,4,0,3,0,4,33,0,3,0,0,0,11,1,2,0,0,0,0,0,0,1,0,0,0,0,0,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0
L1311,74,1,1057,2,0.0376776,2,6,4,0.0426829,0.0505319,42,38,1,6,6,120,31,10,56,65,103,0.354839,0.122276,101,83,11,20,0.118406,101,1,1,0,0,1,725,957,4,2,4,2,38,0,30,2,38,434,0,30,2,752,984,4,2,4,2,40,0,32,2,40,445,0,32,2,0,0,106,1,20,0,0,0,0,16,0,0,0,9,0,10,0,8,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,6,0,1,0,0,0,1
L4174,29,1,99,2,0.654867,1,2,2,0.591549,0.6,42,36,4,0,0,4,8,0,0,8,12,0.2,0.0769231,5,5,1,4,0.0769231,5,1,1,0,0,1,60,71,3,2,0,0,4,0,4,0,20,42,0,10,2,60,71,3,2,0,0,4,0,4,0,20,42,0,10,2,0,0,31,2,34,0,0,0,0,19,0,1,0,0,0,0,0,0,11,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
L4187,21,1,49,2,0,0,0,0,0,0,0,0,1,0,0,8,2,1,4,0,5,0,0,0,0,0,5,0,0,1,2,0,0,2,22,29,1,0,1,0,5,0,4,0,5,5,0,4,0,22,29,1,0,1,0,5,0,4,0,5,5,0,4,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L4179,22,1,50,2,0,0,0,0,0,0,0,0,0,0,0,7,5,1,4,1,6,0,0,0,0,0,5,0,0,2,2,0,0,1,22,29,1,8,1,4,5,0,4,0,10,5,0,9,0,22,29,1,8,1,4,5,0,4,0,10,5,0,9,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L4361,24,1,43,2,0,0,0,0,0,0,0,0,1,1,1,5,0,1,1,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,17,20,2,0,2,0,2,0,1,0,2,6,0,1,0,17,20,2,0,2,0,2,0,1,0,2,6,0,1,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L4373,32,1,108,2,0,0,0,0,0,0,0,0,1,2,2,14,2,43,71,2,14,0.363636,0.223881,15,15,4,7,0.223881,15,0,0,0,0,0,52,77,2,9,2,9,12,0,10,0,12,20,0,10,0,52,77,2,9,2,9,12,0,10,0,12,20,0,10,0,0,0,23,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,2
L4384,41,1,135,2,0,0,0,0,0,0,0,0,1,3,3,19,1,8,9,1,8,0.333333,0.188889,17,16,1,2,0.188889,17,0,0,0,0,0,73,95,2,0,2,0,7,0,2,1,7,43,0,2,1,73,95,2,0,2,0,7,0,2,1,7,43,0,2,1,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
L1719,52,1,448,2,0.0871671,1,9,3,0.0755668,0.114068,30,30,2,4,4,60,5,32,46,7,26,1,0.291105,108,105,18,0,0.291105,108,0,0,0,0,0,263,397,3,3,3,3,19,0,17,0,19,169,0,17,0,263,397,3,3,3,3,19,0,17,0,19,169,0,17,0,0,0,35,3,3,0,0,0,0,20,0,1,0,3,0,0,0,2,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,0,0,0,1
L4544,31,1,78,2,0,0,0,0,0,0,0,0,2,2,2,9,2,4,8,4,8,0.5,0.23913,11,11,2,2,0.23913,11,0,0,0,0,0,35,48,2,0,2,0,4,0,3,0,4,17,0,3,0,35,48,2,0,2,0,4,0,3,0,4,17,0,3,0,0,0,10,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
L4564,29,1,49,2,0,0,0,0,0,0,0,0,2,0,0,2,3,0,0,6,8,0.333333,0.217391,5,5,1,2,0.217391,5,1,1,0,0,1,18,21,3,2,0,0,2,0,2,0,18,6,0,8,2,18,21,3,2,0,0,2,0,2,0,18,6,0,8,2,0,0,8,3,5,0,0,0,0,0,0,1,0,0,0,0,0,0,7,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0
